idUd;anno;dd_numero;importo_oggetto;classe;ha_tabella_hdr
2602370;2023;DD 4542/2023;29434.53;senza_impegno;0
2600244;2023;DD 4534/2023;;senza_impegno;1
2601015;2023;DD 4533/2023;;impegno_perso;0
2602340;2023;DD 4535/2023;;senza_impegno;0
2609499;2023;DD 6031/2023;9882.0;impegno_perso;0
2612293;2023;DD 6039/2023;;senza_impegno;0
2612296;2023;DD 6038/2023;;senza_impegno;0
2611116;2023;DD 6037/2023;;impegno_perso;0
2605756;2023;DD 6029/2023;12827.63;impegno_perso;1
2611007;2023;DD 6008/2023;2854.8;impegno_perso;0
2609474;2023;DD 6009/2023;;impegno_perso;0
2612073;2023;DD 6004/2023;96500.0;senza_impegno;0
2611497;2023;DD 5998/2023;2600000.0;senza_impegno;0
2609220;2023;DD 5997/2023;3575.36;impegno_perso;0
2611857;2023;DD 5996/2023;;impegno_perso;0
2609854;2023;DD 5992/2023;2359.0;impegno_perso;1
2610392;2023;DD 5990/2023;624.64;impegno_perso;1
2609173;2023;DD 5977/2023;43989.61;impegno_perso;1
2609727;2023;DD 5972/2023;;impegno_perso;0
2610367;2023;DD 5958/2023;12200.0;impegno_perso;0
2609180;2023;DD 5941/2023;12807.67;impegno_perso;1
2609836;2023;DD 5927/2023;;senza_impegno;0
2611581;2023;DD 5923/2023;;impegno_perso;0
2611045;2023;DD 5914/2023;6000.0;senza_impegno;0
2607986;2023;DD 5912/2023;725.9;impegno_perso;1
2610856;2023;DD 5889/2023;17000.0;senza_impegno;0
2610968;2023;DD 5888/2023;825.08;senza_impegno;0
2607401;2023;DD 5861/2023;290000.0;impegno_perso;0
2609519;2023;DD 5844/2023;;senza_impegno;0
2610201;2023;DD 5837/2023;;impegno_perso;0
2608572;2023;DD 5659/2023;3000.0;impegno_perso;1
2609521;2023;DD 5826/2023;;impegno_perso;0
2610369;2023;DD 5824/2023;;senza_impegno;0
2609942;2023;DD 5792/2023;9650.0;impegno_perso;0
2610215;2023;DD 5789/2023;;senza_impegno;0
2608106;2023;DD 5788/2023;;senza_impegno;0
2610248;2023;DD 5786/2023;;senza_impegno;0
2609952;2023;DD 5784/2023;36600.0;impegno_perso;0
2608212;2023;DD 5778/2023;715.87;impegno_perso;1
2605816;2023;DD 5755/2023;427.0;impegno_perso;1
2607052;2023;DD 5749/2023;5263269.7;impegno_perso;0
2609602;2023;DD 5740/2023;;senza_impegno;0
2609551;2023;DD 5733/2023;30000.0;senza_impegno;0
2608560;2023;DD 5486/2023;;pdf_illeggibile;
2609732;2023;DD 5722/2023;90441.75;senza_impegno;0
2608554;2023;DD 5485/2023;;pdf_illeggibile;
2608313;2023;DD 5472/2023;;pdf_illeggibile;
2608310;2023;DD 5480/2023;;pdf_illeggibile;
2606619;2023;DD 5708/2023;22955.51;impegno_perso;0
2609186;2023;DD 5707/2023;;impegno_perso;0
2608700;2023;DD 5700/2023;153925.22;senza_impegno;0
2609569;2023;DD 5690/2023;;senza_impegno;0
2609700;2023;DD 5689/2023;84000.0;senza_impegno;0
2607333;2023;DD 5663/2023;;senza_impegno;0
2606529;2023;DD 5658/2023;1653113.0;impegno_perso;1
2606448;2023;DD 5656/2023;1440.0;impegno_perso;1
2609403;2023;DD 5650/2023;;senza_impegno;0
2609396;2023;DD 5643/2023;85000.0;senza_impegno;0
2607176;2023;DD 5639/2023;64934.5;impegno_perso;1
2607167;2023;DD 5638/2023;86000.0;impegno_perso;1
2607589;2023;DD 5634/2023;7028.76;impegno_perso;1
2608901;2023;DD 5632/2023;;senza_impegno;0
2609118;2023;DD 5617/2023;;senza_impegno;0
2607163;2023;DD 5611/2023;;impegno_perso;1
2608688;2023;DD 5600/2023;15000.0;senza_impegno;0
2607893;2023;DD 5599/2023;38716.41;impegno_perso;1
2606585;2023;DD 5592/2023;13578.6;impegno_perso;1
2609115;2023;DD 5590/2023;67000.0;senza_impegno;0
2608596;2023;DD 5588/2023;200.0;impegno_perso;1
2606954;2023;DD 5581/2023;;impegno_perso;0
2608153;2023;DD 5580/2023;;senza_impegno;0
2609020;2023;DD 5579/2023;18000.0;senza_impegno;0
2609025;2023;DD 5576/2023;;impegno_perso;0
2606555;2023;DD 5575/2023;30000.0;impegno_perso;0
2608903;2023;DD 5561/2023;76000.0;senza_impegno;0
2608986;2023;DD 5558/2023;125853.45;senza_impegno;0
2606295;2023;DD 5541/2023;70000.0;impegno_perso;0
2608849;2023;DD 5536/2023;84000.0;senza_impegno;0
2608772;2023;DD 5510/2023;;impegno_perso;0
2606746;2023;DD 5503/2023;1900.0;senza_impegno;0
2606691;2023;DD 5502/2023;47773696.39;impegno_perso;0
2607930;2023;DD 5493/2023;;impegno_perso;0
2607879;2023;DD 5489/2023;;senza_impegno;0
2601965;2023;DD 5482/2023;97098.62;impegno_perso;1
2608308;2023;DD 5478/2023;;impegno_perso;0
2608029;2023;DD 5477/2023;2400.0;senza_impegno;0
2608251;2023;DD 5476/2023;;senza_impegno;0
2607290;2023;DD 5475/2023;3000.0;impegno_perso;0
2606216;2023;DD 5474/2023;4440.43;impegno_perso;1
2608488;2023;DD 5471/2023;;senza_impegno;0
2608515;2023;DD 5470/2023;;impegno_perso;0
2607812;2023;DD 5468/2023;7500.0;senza_impegno;0
2608085;2023;DD 5462/2023;980.0;senza_impegno;0
2613390;2023;DD 6605/2023;28060.0;pdf_illeggibile;
2613611;2023;DD 6656/2023;;impegno_perso;0
2614029;2023;DD 6622/2023;51923.2;impegno_perso;1
2606322;2023;DD 6620/2023;868523.3;impegno_perso;0
2616151;2023;DD 6615/2023;27000.0;senza_impegno;0
2615738;2023;DD 6603/2023;;impegno_perso;0
2615477;2023;DD 6596/2023;;senza_impegno;0
2613413;2023;DD 6573/2023;3941.82;impegno_perso;0
2612350;2023;DD 6586/2023;190063.13;impegno_perso;1
2615798;2023;DD 6587/2023;;impegno_perso;0
2613644;2023;DD 6585/2023;23352.63;impegno_perso;1
2615904;2023;DD 6584/2023;177000.0;senza_impegno;0
2613550;2023;DD 6568/2023;2260.5;impegno_perso;0
2614776;2023;DD 6582/2023;;impegno_perso;1
2609867;2023;DD 6578/2023;;impegno_perso;0
2615586;2023;DD 6574/2023;30000.0;senza_impegno;0
2615781;2023;DD 6572/2023;;senza_impegno;0
2615336;2023;DD 6557/2023;29250.0;senza_impegno;0
2613891;2023;DD 6556/2023;12100.0;impegno_perso;0
2613243;2023;DD 6553/2023;;impegno_perso;0
2615117;2023;DD 6550/2023;;impegno_perso;0
2613217;2023;DD 6540/2023;;senza_impegno;0
2609905;2023;DD 6535/2023;2342.0;impegno_perso;1
2612050;2023;DD 6532/2023;4950.0;impegno_perso;1
2614329;2023;DD 6528/2023;46848.0;impegno_perso;0
2615158;2023;DD 6524/2023;2761.2;impegno_perso;1
2615464;2023;DD 6517/2023;;senza_impegno;0
2613912;2023;DD 6513/2023;;impegno_perso;0
2613723;2023;DD 6501/2023;4430124.12;impegno_perso;0
2615344;2023;DD 6500/2023;;senza_impegno;0
2601178;2023;DD 6480/2023;178280.4;impegno_perso;1
2613457;2023;DD 6461/2023;;impegno_perso;0
2615062;2023;DD 6464/2023;;senza_impegno;0
2615070;2023;DD 6463/2023;;senza_impegno;0
2615012;2023;DD 6460/2023;;senza_impegno;0
2615084;2023;DD 6459/2023;;senza_impegno;0
2614556;2023;DD 6458/2023;;senza_impegno;0
2615005;2023;DD 6447/2023;;senza_impegno;0
2614989;2023;DD 6445/2023;;impegno_perso;0
2611673;2023;DD 6437/2023;1560.0;impegno_perso;1
2612742;2023;DD 6433/2023;12480.6;impegno_perso;0
2614147;2023;DD 6430/2023;;senza_impegno;0
2614865;2023;DD 6427/2023;;senza_impegno;0
2612545;2023;DD 6422/2023;;senza_impegno;0
2614770;2023;DD 6419/2023;;impegno_perso;0
2614696;2023;DD 6417/2023;;senza_impegno;0
2611655;2023;DD 6414/2023;1430.0;impegno_perso;1
2609918;2023;DD 6409/2023;4392.0;impegno_perso;1
2609914;2023;DD 6407/2023;4880.0;impegno_perso;1
2614080;2023;DD 6403/2023;;impegno_perso;0
2611932;2023;DD 6397/2023;40000.0;impegno_perso;0
2612026;2023;DD 6396/2023;2742.0;impegno_perso;1
2610037;2023;DD 6395/2023;88960.65;impegno_perso;0
2614331;2023;DD 6380/2023;;senza_impegno;0
2612922;2023;DD 6375/2023;2208.2;impegno_perso;1
2611987;2023;DD 6374/2023;;impegno_perso;1
2614193;2023;DD 6367/2023;3200.0;senza_impegno;0
2611399;2023;DD 6365/2023;1250.0;impegno_perso;1
2610685;2023;DD 6352/2023;563.62;impegno_perso;1
2612658;2023;DD 6351/2023;176693.24;impegno_perso;0
2614124;2023;DD 6340/2023;;impegno_perso;0
2614063;2023;DD 6338/2023;;senza_impegno;0
2612796;2023;DD 6335/2023;28446.31;senza_impegno;0
2613693;2023;DD 6334/2023;;senza_impegno;0
2613153;2023;DD 6332/2023;;impegno_perso;0
2613370;2023;DD 6330/2023;2500.0;senza_impegno;0
2613379;2023;DD 6329/2023;609.52;senza_impegno;0
2613718;2023;DD 6328/2023;;impegno_perso;0
2612020;2023;DD 6274/2023;;senza_impegno;0
2611636;2023;DD 6270/2023;15201.2;impegno_perso;0
2612357;2023;DD 6264/2023;2115.48;impegno_perso;1
2613705;2023;DD 6261/2023;60000.0;senza_impegno;0
2611549;2023;DD 6259/2023;283.16;senza_impegno;0
2610458;2023;DD 6258/2023;8138.16;impegno_perso;0
2611332;2023;DD 6218/2023;36600.0;impegno_perso;1
2613375;2023;DD 6215/2023;;senza_impegno;0
2608469;2023;DD 6210/2023;;senza_impegno;0
2613143;2023;DD 6198/2023;167355.9;senza_impegno;0
2612016;2023;DD 6187/2023;;senza_impegno;0
2609787;2023;DD 6177/2023;23707.82;impegno_perso;0
2613095;2023;DD 6175/2023;;impegno_perso;0
2610674;2023;DD 6173/2023;;impegno_perso;0
2612517;2023;DD 6168/2023;;senza_impegno;0
2613000;2023;DD 6163/2023;;impegno_perso;0
2608737;2023;DD 6155/2023;1198.08;impegno_perso;0
2611341;2023;DD 6139/2023;174000.0;impegno_perso;1
2611324;2023;DD 6136/2023;;impegno_perso;0
2612855;2023;DD 6131/2023;;senza_impegno;0
2612837;2023;DD 6129/2023;;impegno_perso;0
2612867;2023;DD 6126/2023;;impegno_perso;0
2612354;2023;DD 6123/2023;;senza_impegno;0
2612302;2023;DD 6122/2023;;senza_impegno;0
2612556;2023;DD 6115/2023;24000.0;impegno_perso;0
2612626;2023;DD 6114/2023;;senza_impegno;0
2608792;2023;DD 6106/2023;18727.0;impegno_perso;1
2612372;2023;DD 6096/2023;;senza_impegno;0
2612403;2023;DD 6093/2023;;senza_impegno;0
2612531;2023;DD 6092/2023;;senza_impegno;0
2612524;2023;DD 6091/2023;;senza_impegno;0
2612537;2023;DD 6088/2023;;senza_impegno;0
2612512;2023;DD 6087/2023;;senza_impegno;0
2612472;2023;DD 6086/2023;;senza_impegno;0
2612467;2023;DD 6080/2023;;senza_impegno;0
2612565;2023;DD 6070/2023;;senza_impegno;0
2611167;2023;DD 6043/2023;327535.54;impegno_perso;1
2615727;2023;DD 7396/2023;2419.5;impegno_perso;1
2618252;2023;DD 7444/2023;9999.56;impegno_perso;1
2620907;2023;DD 7430/2023;;senza_impegno;0
2617058;2023;DD 7418/2023;7250.0;impegno_perso;0
2620600;2023;DD 7416/2023;;senza_impegno;0
2615679;2023;DD 7411/2023;12000.0;impegno_perso;1
2616054;2023;DD 7400/2023;105.44;impegno_perso;1
2620725;2023;DD 7389/2023;;impegno_perso;0
2620847;2023;DD 7381/2023;;senza_impegno;0
2616649;2023;DD 7377/2023;4551609.05;impegno_perso;1
2616089;2023;DD 7370/2023;954.65;impegno_perso;0
2616499;2023;DD 7318/2023;5133022.65;impegno_perso;0
2616631;2023;DD 7272/2023;1885087.91;impegno_perso;0
2617707;2023;DD 7339/2023;106558.75;impegno_perso;1
2616889;2023;DD 7337/2023;30709.41;impegno_perso;1
2620332;2023;DD 7328/2023;;senza_impegno;0
2620550;2023;DD 7324/2023;28000.0;senza_impegno;0
2609213;2023;DD 7275/2023;5640.18;impegno_perso;1
2613158;2023;DD 7296/2023;3790719.0;impegno_perso;0
2620274;2023;DD 7280/2023;5200.0;senza_impegno;0
2616002;2023;DD 7081/2023;200.0;impegno_perso;1
2619249;2023;DD 7273/2023;11500.0;senza_impegno;0
2620345;2023;DD 7266/2023;4843.62;impegno_perso;1
2616653;2023;DD 7260/2023;2838544.72;impegno_perso;0
2614624;2023;DD 7257/2023;1448.0;impegno_perso;1
2620144;2023;DD 7253/2023;;senza_impegno;0
2616762;2023;DD 7227/2023;4758.0;impegno_perso;1
2615978;2023;DD 7224/2023;;impegno_perso;1
2617652;2023;DD 7205/2023;;impegno_perso;0
2618071;2023;DD 7195/2023;64736.5;impegno_perso;1
2618669;2023;DD 7190/2023;21350.0;impegno_perso;0
2615747;2023;DD 7184/2023;30000.0;impegno_perso;1
2619798;2023;DD 7183/2023;100000.0;senza_impegno;0
2619803;2023;DD 7182/2023;100000.0;senza_impegno;0
2619745;2023;DD 7177/2023;15000.0;senza_impegno;0
2616316;2023;DD 7156/2023;9462.12;impegno_perso;1
2619492;2023;DD 7149/2023;15000.0;senza_impegno;0
2619729;2023;DD 7147/2023;;senza_impegno;0
2616569;2023;DD 7111/2023;19654.72;impegno_perso;1
2618431;2023;DD 7146/2023;45000.0;impegno_perso;0
2617420;2023;DD 7139/2023;4090.0;impegno_perso;1
2619008;2023;DD 7129/2023;;senza_impegno;0
2619512;2023;DD 7119/2023;;senza_impegno;0
2619480;2023;DD 7117/2023;7000.0;senza_impegno;0
2619516;2023;DD 7116/2023;;senza_impegno;0
2608583;2023;DD 7103/2023;1011.0;impegno_perso;1
2619398;2023;DD 7100/2023;;senza_impegno;0
2619296;2023;DD 7094/2023;21000.0;senza_impegno;0
2619309;2023;DD 7093/2023;75000.0;senza_impegno;0
2619286;2023;DD 7086/2023;1000.0;senza_impegno;0
2616669;2023;DD 7071/2023;176083.25;impegno_perso;1
2618709;2023;DD 7060/2023;35800.0;senza_impegno;0
2618921;2023;DD 7042/2023;;senza_impegno;0
2618705;2023;DD 7041/2023;;impegno_perso;1
2618612;2023;DD 7035/2023;;senza_impegno;0
2615173;2023;DD 7013/2023;21109.29;impegno_perso;0
2618428;2023;DD 6983/2023;;impegno_perso;0
2618520;2023;DD 6982/2023;;impegno_perso;0
2614898;2023;DD 6976/2023;37679.03;impegno_perso;1
2618548;2023;DD 6968/2023;;impegno_perso;0
2612699;2023;DD 6946/2023;;impegno_perso;0
2613968;2023;DD 6944/2023;70000.0;impegno_perso;0
2618184;2023;DD 6928/2023;10000.0;senza_impegno;0
2618274;2023;DD 6917/2023;;senza_impegno;0
2616322;2023;DD 6909/2023;1000.0;senza_impegno;0
2614296;2023;DD 6898/2023;10200.0;impegno_perso;0
2616015;2023;DD 6897/2023;350.0;impegno_perso;0
2618198;2023;DD 6894/2023;19400.0;senza_impegno;0
2618207;2023;DD 6893/2023;13500.0;impegno_perso;0
2618201;2023;DD 6892/2023;3500.0;senza_impegno;0
2615145;2023;DD 6890/2023;736456.79;impegno_perso;0
2614540;2023;DD 6887/2023;;impegno_perso;0
2618055;2023;DD 6885/2023;7000.0;senza_impegno;0
2616711;2023;DD 6871/2023;1000.0;senza_impegno;0
2615668;2023;DD 6870/2023;2468262.98;impegno_perso;0
2617951;2023;DD 6869/2023;;impegno_perso;0
2615306;2023;DD 6865/2023;2547251.81;impegno_perso;0
2615064;2023;DD 6847/2023;640.0;impegno_perso;1
2616695;2023;DD 6845/2023;;senza_impegno;0
2617803;2023;DD 6844/2023;18467.54;senza_impegno;0
2614568;2023;DD 6843/2023;258375.61;impegno_perso;1
2614406;2023;DD 6842/2023;405295.08;impegno_perso;1
2617823;2023;DD 6841/2023;;senza_impegno;0
2614078;2023;DD 6840/2023;449411.45;impegno_perso;1
2617575;2023;DD 6829/2023;;senza_impegno;0
2617000;2023;DD 6827/2023;;senza_impegno;0
2617339;2023;DD 6796/2023;80000.0;senza_impegno;0
2616238;2023;DD 6792/2023;;impegno_perso;1
2614720;2023;DD 6785/2023;21912.22;impegno_perso;1
2605583;2023;DD 6778/2023;;senza_impegno;0
2614284;2023;DD 6771/2023;391060.77;impegno_perso;0
2614788;2023;DD 6768/2023;408398.63;impegno_perso;0
2617222;2023;DD 6757/2023;;senza_impegno;0
2613630;2023;DD 6746/2023;296093.39;impegno_perso;1
2616082;2023;DD 6737/2023;;senza_impegno;0
2613119;2023;DD 6736/2023;;senza_impegno;0
2614641;2023;DD 6729/2023;312.0;impegno_perso;1
2616445;2023;DD 6726/2023;32000.0;senza_impegno;0
2613218;2023;DD 6711/2023;132847.05;impegno_perso;1
2616671;2023;DD 6709/2023;15000.0;senza_impegno;0
2616795;2023;DD 6710/2023;;senza_impegno;0
2616090;2023;DD 6682/2023;;impegno_perso;0
2612850;2023;DD 6681/2023;5587.6;impegno_perso;1
2604590;2023;DD 6673/2023;1000.0;impegno_perso;1
2612838;2023;DD 6672/2023;2359.0;impegno_perso;1
2616330;2023;DD 6669/2023;;impegno_perso;0
2612952;2023;DD 6666/2023;864.5;impegno_perso;1
2621835;2023;DD 8127/2023;;senza_impegno;0
2623002;2023;DD 8073/2023;1000.0;senza_impegno;0
2622943;2023;DD 8074/2023;;senza_impegno;0
2622174;2023;DD 8061/2023;6632.33;senza_impegno;0
2622182;2023;DD 8059/2023;6632.33;senza_impegno;0
2621674;2023;DD 8055/2023;5612.0;impegno_perso;1
2620198;2023;DD 8049/2023;2242.24;impegno_perso;1
2622955;2023;DD 8037/2023;5000.0;senza_impegno;0
2622562;2023;DD 8033/2023;18000.0;senza_impegno;0
2615266;2023;DD 8022/2023;6100.0;impegno_perso;1
2619128;2023;DD 8021/2023;169984.61;impegno_perso;0
2617302;2023;DD 8020/2023;427.0;impegno_perso;1
2619044;2023;DD 8019/2023;10000.0;impegno_perso;1
2615919;2023;DD 8003/2023;23404.13;impegno_perso;0
2619195;2023;DD 7996/2023;858502.59;impegno_perso;1
2619219;2023;DD 7995/2023;55021.66;impegno_perso;1
2616239;2023;DD 7994/2023;;impegno_perso;0
2617878;2023;DD 7981/2023;1488.4;impegno_perso;1
2619445;2023;DD 7980/2023;8989.0;impegno_perso;1
2621927;2023;DD 7972/2023;550.0;impegno_perso;1
2620867;2023;DD 7971/2023;690.0;impegno_perso;1
2616912;2023;DD 7970/2023;;impegno_perso;1
2619977;2023;DD 7953/2023;3250.08;impegno_perso;1
2619989;2023;DD 7937/2023;11480.0;impegno_perso;1
2616859;2023;DD 7849/2023;3660.0;impegno_perso;1
2621091;2023;DD 7882/2023;4843.62;impegno_perso;1
2618900;2023;DD 7837/2023;366.0;impegno_perso;0
2615553;2023;DD 7818/2023;144010.0;impegno_perso;1
2616450;2023;DD 7816/2023;56160.0;impegno_perso;1
2622158;2023;DD 7803/2023;40000.0;senza_impegno;0
2619294;2023;DD 7797/2023;37917.67;impegno_perso;0
2597441;2023;DD 7795/2023;;senza_impegno;0
2615821;2023;DD 7796/2023;2904.0;impegno_perso;1
2616821;2023;DD 7788/2023;20475.86;impegno_perso;1
2621484;2023;DD 7787/2023;87912.0;impegno_perso;1
2608511;2023;DD 7759/2023;176.77;impegno_perso;1
2616809;2023;DD 7755/2023;4840.0;impegno_perso;1
2616522;2023;DD 7754/2023;1464.0;impegno_perso;1
2621678;2023;DD 7734/2023;2800.0;senza_impegno;0
2622314;2023;DD 7731/2023;;senza_impegno;0
2620476;2023;DD 7730/2023;4929.6;impegno_perso;1
2622113;2023;DD 7729/2023;;impegno_perso;0
2622308;2023;DD 7728/2023;5000.0;senza_impegno;0
2622176;2023;DD 7726/2023;2000.0;senza_impegno;0
2622185;2023;DD 7725/2023;3000.0;senza_impegno;0
2622230;2023;DD 7724/2023;2000.0;senza_impegno;0
2622263;2023;DD 7716/2023;;senza_impegno;0
2622257;2023;DD 7715/2023;;senza_impegno;0
2622252;2023;DD 7714/2023;;senza_impegno;0
2622251;2023;DD 7713/2023;;senza_impegno;0
2621975;2023;DD 7680/2023;;senza_impegno;0
2616733;2023;DD 7651/2023;;impegno_perso;0
2621725;2023;DD 7620/2023;;senza_impegno;0
2621713;2023;DD 7619/2023;;senza_impegno;0
2618909;2023;DD 7614/2023;;impegno_perso;1
2618072;2023;DD 7613/2023;11000.01;impegno_perso;0
2620905;2023;DD 7599/2023;;impegno_perso;0
2619116;2023;DD 7598/2023;3351.95;impegno_perso;0
2618225;2023;DD 7594/2023;4900.0;impegno_perso;0
2618825;2023;DD 7589/2023;86779.75;impegno_perso;0
2612539;2023;DD 7586/2023;;senza_impegno;0
2617603;2023;DD 7572/2023;9658403.16;impegno_perso;0
2619241;2023;DD 7548/2023;10900.0;impegno_perso;1
2616528;2023;DD 7538/2023;968.68;impegno_perso;1
2611215;2023;DD 7523/2023;36600.0;impegno_perso;0
2611628;2023;DD 7520/2023;6661.2;impegno_perso;1
2617890;2023;DD 7500/2023;;impegno_perso;1
2611365;2023;DD 7477/2023;1393.6;impegno_perso;0
2616660;2023;DD 7458/2023;;senza_impegno;0
2620373;2023;DD 8726/2023;38087.33;impegno_perso;0
2621989;2023;DD 8712/2023;151308.16;impegno_perso;0
2620876;2023;DD 8711/2023;8540.0;impegno_perso;0
2620226;2023;DD 8710/2023;86222.96;impegno_perso;0
2619982;2023;DD 8709/2023;91496.64;impegno_perso;0
2623749;2023;DD 8691/2023;;senza_impegno;0
2623753;2023;DD 8667/2023;17965.72;impegno_perso;0
2619470;2023;DD 8663/2023;85000.0;impegno_perso;1
2619229;2023;DD 8649/2023;580005.91;impegno_perso;1
2619191;2023;DD 8648/2023;33504.37;impegno_perso;1
2620014;2023;DD 8638/2023;;impegno_perso;0
2621973;2023;DD 8630/2023;147316.49;impegno_perso;0
2619383;2023;DD 8629/2023;4392.0;impegno_perso;1
2623807;2023;DD 8627/2023;;senza_impegno;0
2619209;2023;DD 8625/2023;291726.12;impegno_perso;1
2623630;2023;DD 8580/2023;40000.0;senza_impegno;0
2623578;2023;DD 8578/2023;;senza_impegno;0
2615503;2023;DD 8556/2023;22464.23;impegno_perso;0
2618857;2023;DD 8554/2023;15910208.33;impegno_perso;0
2618630;2023;DD 8542/2023;7414.0;impegno_perso;1
2623699;2023;DD 8540/2023;;senza_impegno;0
2619054;2023;DD 8534/2023;3299999.99;impegno_perso;1
2619649;2023;DD 8525/2023;171951.19;impegno_perso;1
2617819;2023;DD 8510/2023;1830.0;impegno_perso;1
2623656;2023;DD 8498/2023;;senza_impegno;0
2619669;2023;DD 8494/2023;1561.6;impegno_perso;1
2616689;2023;DD 8491/2023;;senza_impegno;0
2617377;2023;DD 8484/2023;6100.0;impegno_perso;1
2623565;2023;DD 8478/2023;50000.0;senza_impegno;0
2620266;2023;DD 8476/2023;4290.0;impegno_perso;1
2623267;2023;DD 8472/2023;39998.13;impegno_perso;1
2623642;2023;DD 8469/2023;;senza_impegno;0
2618440;2023;DD 8468/2023;3706.7;impegno_perso;1
2617473;2023;DD 8465/2023;6097.64;impegno_perso;0
2620422;2023;DD 8452/2023;;impegno_perso;0
2618804;2023;DD 8441/2023;337.0;impegno_perso;1
2623338;2023;DD 8434/2023;35786.21;impegno_perso;1
2618289;2023;DD 8428/2023;95795.7;impegno_perso;1
2617301;2023;DD 8414/2023;;senza_impegno;0
2619684;2023;DD 8380/2023;6063.4;impegno_perso;1
2620344;2023;DD 8352/2023;;impegno_perso;0
2618053;2023;DD 8349/2023;;impegno_perso;0
2623256;2023;DD 8347/2023;148945.87;impegno_perso;0
2622467;2023;DD 8346/2023;99430.0;impegno_perso;0
2621081;2023;DD 8303/2023;;impegno_perso;1
2620438;2023;DD 8302/2023;;impegno_perso;0
2619685;2023;DD 8295/2023;2999.98;impegno_perso;1
2618837;2023;DD 8293/2023;;impegno_perso;1
2623354;2023;DD 8274/2023;;impegno_perso;0
2622951;2023;DD 8267/2023;28800.0;impegno_perso;0
2623364;2023;DD 8259/2023;3400.0;senza_impegno;0
2621857;2023;DD 8256/2023;3000000.0;impegno_perso;0
2623053;2023;DD 8212/2023;;impegno_perso;0
2618906;2023;DD 8204/2023;117307.5;impegno_perso;1
2623347;2023;DD 8201/2023;;senza_impegno;0
2619648;2023;DD 8199/2023;7074.24;senza_impegno;1
2618919;2023;DD 8175/2023;16000.0;impegno_perso;1
2617541;2023;DD 8174/2023;6000.0;impegno_perso;1
2617456;2023;DD 8171/2023;3370.0;impegno_perso;1
2617327;2023;DD 8169/2023;775.83;impegno_perso;0
2616311;2023;DD 8168/2023;300.0;impegno_perso;1
2623215;2023;DD 8154/2023;;senza_impegno;0
2622963;2023;DD 8153/2023;;senza_impegno;0
2623039;2023;DD 8141/2023;;impegno_perso;0
2631870;2024;DD 918/2024;20000.0;senza_impegno;0
2631411;2024;DD 902/2024;;impegno_perso;0
2631340;2024;DD 901/2024;10000.0;impegno_perso;0
2631713;2024;DD 898/2024;;impegno_perso;0
2631395;2024;DD 897/2024;;senza_impegno;0
2631305;2024;DD 879/2024;6500.0;impegno_perso;0
2630186;2024;DD 874/2024;;impegno_perso;0
2630019;2024;DD 868/2024;72937.43;impegno_perso;0
2630012;2024;DD 867/2024;85828.06;impegno_perso;0
2631277;2024;DD 844/2024;7000.0;senza_impegno;0
2631074;2024;DD 834/2024;250000.0;senza_impegno;0
2631173;2024;DD 830/2024;17900.0;senza_impegno;0
2627643;2024;DD 772/2024;;impegno_perso;0
2630801;2024;DD 817/2024;45000.0;senza_impegno;0
2630855;2024;DD 812/2024;;senza_impegno;0
2630658;2024;DD 795/2024;1000.0;senza_impegno;0
2629230;2024;DD 793/2024;;impegno_perso;0
2626621;2024;DD 792/2024;91494.64;impegno_perso;0
2630300;2024;DD 771/2024;2200.0;senza_impegno;0
2630310;2024;DD 770/2024;;senza_impegno;0
2630812;2024;DD 769/2024;1450.0;senza_impegno;0
2627077;2024;DD 751/2024;5944172.8;impegno_perso;0
2630444;2024;DD 739/2024;5400.0;senza_impegno;0
2629971;2024;DD 734/2024;1500.0;senza_impegno;0
2629920;2024;DD 733/2024;;senza_impegno;0
2630475;2024;DD 731/2024;;senza_impegno;0
2630274;2024;DD 722/2024;;senza_impegno;0
2629706;2024;DD 719/2024;;senza_impegno;0
2630204;2024;DD 712/2024;;senza_impegno;0
2630175;2024;DD 695/2024;141314.0;senza_impegno;0
2630189;2024;DD 694/2024;;senza_impegno;0
2629222;2024;DD 690/2024;;senza_impegno;0
2630157;2024;DD 689/2024;;senza_impegno;0
2629946;2024;DD 671/2024;13000.0;senza_impegno;0
2629408;2024;DD 666/2024;;impegno_perso;1
2618330;2024;DD 649/2024;;impegno_perso;0
2628846;2024;DD 646/2024;;impegno_perso;0
2629810;2024;DD 645/2024;141314.0;senza_impegno;0
2629649;2024;DD 616/2024;;senza_impegno;0
2629507;2024;DD 613/2024;;senza_impegno;0
2628672;2024;DD 609/2024;78875.85;senza_impegno;0
2628317;2024;DD 608/2024;414675.0;senza_impegno;0
2628194;2024;DD 607/2024;80000.0;senza_impegno;0
2626775;2024;DD 605/2024;3000.0;senza_impegno;0
2626393;2024;DD 603/2024;30000.0;senza_impegno;0
2629387;2024;DD 602/2024;5000.0;senza_impegno;0
2629405;2024;DD 600/2024;;senza_impegno;0
2629176;2024;DD 587/2024;500.0;impegno_perso;0
2628939;2024;DD 564/2024;;impegno_perso;0
2628369;2024;DD 555/2024;;senza_impegno;0
2628992;2024;DD 552/2024;7500.0;senza_impegno;0
2628757;2024;DD 535/2024;;senza_impegno;0
2628035;2024;DD 534/2024;;senza_impegno;0
2625924;2024;DD 498/2024;86045.51;impegno_perso;0
2625915;2024;DD 497/2024;83461.05;impegno_perso;0
2625869;2024;DD 496/2024;24769.09;impegno_perso;0
