idUd;dd_numero;data_atto;cig;n_cig;importo_oggetto_max;oggetto;idPubblicazione;idDocPrimario;nroAllegati
2663119;DD 965/2025;Feb 17, 2025, 12:00:00 AM;B47EEDF056;1;190958.09;SERV. /034. LAVORI DI ''MANUTENZIONE ORDINARIA ALVEI FLUVIALI E RIVI COLLINARI ANNO 2025''. PROCEDURA NEGOZIATA N. 75/2024. PRESA D'ATTO AGGIUDICAZIONE E INTERVENUTA EFFICACIA IMPRESA RAMELLA & C. S.R.L. CONFERMA IMPEGNO DI SPESA EURO 190.958,09 (IVA COMPRESA) (C.O. 5131/2025 - CIG B47EEDF056).;2663119;3521519;
2665219;DD 964/2025;Feb 17, 2025, 12:00:00 AM;B5956D2AB9;1;52500.0;AFFIDAMENTO DIRETTO M.E.P.A. AI SENSI DELL'ART. 50, COMMA 1, LETTERA B) DEL D.LGS. 36/2023 E S.M.I. PER IL SERVIZIO DI ELABORAZIONE, REALIZZAZIONE E GESTIONE DEL PROGETTO DI ANIMAZIONE INTERCULTURALE ''IL CENTRO PER I GIOVANI'' A FAVORE DI COOPERATIVA SOCIALE TERREMONDO A.R.L. - INDIZIONE E IMPEGNO DI SPESA EURO 52.500,00 IVA 5% INCLUSA. CIG B5956D2AB9.;2665219;3524255;
2663141;DD 963/2025;Feb 17, 2025, 12:00:00 AM;;0;350.0;VARIAZIONE IN MENO ACCERTAMENTO ENTRATA AL CAPITOLO 027800000015 DEL BILANCIO 2024 EURO 350,00 (EX ART. 179 D.LGS. 267/2000 TUEL) - ASTA PUBBLICA N. 86/2023 - ALIENAZIONE E ROTTAMAZIONE DI N. 135 AUTOVEICOLI, MOTOCICLI, CICLOMOTORI ED ATTREZZATURE DI PROPRIETA' DEL COMUNE DI TORINO - LOTTO N. 57 - INCAMERAMENTO DEPOSITO CAUZIONALE PROVVISORIO.;2663141;3521548;
2663127;DD 962/2025;Feb 17, 2025, 12:00:00 AM;;0;6283742.9;ACCERTAMENTO DELL'ENTRATA (EX ART. 179 D.LGS 267/2000 TUEL). IMU - EMISSIONE AVVISI DI ACCERTAMENTO SUI FABBRICATI E SULLE AREE FABBRICABILI. ENTRATA DI EURO 6.283.742,90;2663127;3521531;
2663106;DD 951/2025;Feb 17, 2025, 12:00:00 AM;;0;7719.95;ACCERTAMENTO DELL'ENTRATA COMPLESSIVA DI € 7.719,95 IN RELAZIONE ALLA LITE N. 329/2024 (ML).;2663106;3521504;
2663096;DD 957/2025;Feb 17, 2025, 12:00:00 AM;;0;;GESTIONE WELCOME DESK ''PROGETTO TORINO&YOU''. AFFIDAMENTO E IMPEGNO DI SPESA A TURISMO TORINO E PROVINCIA S.C.R.L. PER 39.998,00 EURO IVA ESENTE, ART. 10 D.P.R. N. 633/72;2663096;3521491;
2663150;DD 961/2025;Feb 17, 2025, 12:00:00 AM;B0870B8683;1;;"S117 - PNRR M.5 C.2 I. 2.3. PINQUA PORTA PALAZZO ID 50 - ID INT. 822 POP 5 - VALDOCCO VIVIBILE RIQUALIF. SPAZIO PUBBLICO E MOBILITA' - PIAZZA MARIA AUSILIATRICE (C.O. 4967 - CIG.B0870B8683) - ESECUTORE BORIO GIACOMO SRL - AUTORIZZAZIONE SUBAPPALTO EX ART. 105 C. 13 D.LGS 50/2016 E S.M.I. PER POSA MATERIALI LAPIDEI E AUTOBLOCCANTI IN CAT. OG3 A FAVORE DI DITTA  "" GEOMETRA BAKTAOUI BOUZEKRI"" ED INDIVIDUAZIONE SOGGETTO DELEGATO ALL'INCASSO - IMPORTO €. 32.830,17 (DI CUI €.1.262,70 ONERI CONTRATTUALI SICUREZZA ED €.19.724,94 COSTI MANODOPERA NON SOGGETTI  A RIBASSO) - FINANZ. NEXT GENERATION EU.";2663150;3521561;
2663143;DD 960/2025;Feb 17, 2025, 12:00:00 AM;;0;367.74;C.2 - ACCERTAMENTO DELL'ENTRATA ANNO 2025 DI EURO 367,74= PER INDENNITA' DI OCCUPAZIONE DEI LOCALI SITI IN VIA FLEMING N. 19/C CENTRO MIRAFLEMING TORINO ALLA COOPERATIVA SOCIALE MIRAFIORI ONLUS (EX ART. 179 D.LGS 267/2000 TUEL);2663143;3521551;
2663090;DD 958/2025;Feb 17, 2025, 12:00:00 AM;;0;2571.23; C.2 - ACCERTAMENTO DELL'ENTRATA ANNO 2025 DI EURO 2.571,23 PER INDENNITA' DI OCCUPAZIONE E RECUPERO UTENZE LOCALI SITI IN VIA CANONICA N. 4 TORINO ALL'ASSOCIAZIONE CEPIM TORINO ODV. (EX ART. 179 D.LGS 267/2000 TUEL);2663090;3521483;
2663088;DD 959/2025;Feb 17, 2025, 12:00:00 AM;;0;274905.9;DETERMINAZIONE: ASTA PUBBLICA N. 18/2024 - LOTTO N. 8 - ALLOGGIO (CON MANSARDA, BOX AUTO TRIPLO E CANTINA) SITO IN TORINO, STRADA COMUNALE DI MONGRENO N. 79 - APPROVAZIONE STIPULAZIONE ATTO. CORRISPETTIVO EURO 274.905,90.;2663088;3521479;
2663148;DD 956/2025;Feb 17, 2025, 12:00:00 AM;;0;;ACCERTAMENTO DELL'ENTRATA (EX ART. 179 D. LGS. 267/2000 TUEL) RELATIVI A PARTITE DI CREDITO PER CANONI E SPESE RIPETIBILI ANNO 2025 -  DEBITORE  UNICREDIT S.P.A.;2663148;3521557;
2663098;DD 955/2025;Feb 17, 2025, 12:00:00 AM;;0;; ACCERTAMENTO DELL'ENTRATA (EX ART. 179 D. LGS. 267/2000 TUEL) RELATIVI A PARTITE DI CREDITO PER SPESE RIPETIBILI ANNO 2025 -  DEBITORE  CITTA' METROPOLITANA DI TORINO.;2663098;3521494;
2663092;DD 953/2025;Feb 17, 2025, 12:00:00 AM;;0;745.0;"SERVIZIO PATRIMONIO - DEPOSITI CAUZIONALI -  ACCERTAMENTO DI ENTRATA ED IMPEGNO DI SPESA PER L'IMPORTO DI EURO 745,00 - DEPOSITO CAUZIONALE ""FONDAZIONE PER LA CULTURA TORINO""";2663092;3521486;
2663130;DD 954/2025;Feb 17, 2025, 12:00:00 AM;B0C2C4E992;1;4690.24;(S. 055) NOLEGGIO DI N. 11 VEICOLI PER UN PERIODO DI 60 MESI ED UNA PERCORRENZA CHILOMETRICA LIMITE DI 75.000 KM. ADESIONE ACCORDO QUADRO CONSIP ''VEICOLI IN NOLEGGIO 2''. MODIFICA PERIODO CONTRATTUALE ED ADEGUAMENTO IMPEGNI DI SPESA PER EURO 4.690,24 (ORD. B - C.I.G. B0C2C4E992).;2663130;3521535;
2663125;DD 952/2025;Feb 17, 2025, 12:00:00 AM;;0;;(S. 055)  ACCERTAMENTO DELL'ENTRATA (EX ART. 179 D. LGS. 267/2000 TUEL). IMPORTI GESTITI PER CASSA. DEBITORI DIVERSI.   ;2663125;3521528;
2663152;DD 950/2025;Feb 17, 2025, 12:00:00 AM;B584B0AFD1;1;121.0;C.1. AFFIDAMENTO DIRETTO AI SENSI DELL'ART. 50, COMMA 1, LETTERA B) DEL D.LGS. 36/2023 PER LA FORNITURA DI N. 1 CORONA DI ALLORO PER COMMEMORAZIONE 25 APRILE. INDIZIONE E AFFIDAMENTO - IMPEGNO DI SPESA EURO 121,00 IVA 10% INCLUSA - CIG B584B0AFD1.;2663152;3521563;
2663099;DD 949/2025;Feb 17, 2025, 12:00:00 AM;;0;478.0;RIDUZIONE ACCERTAMENTO DELL'ENTRATA N.2355/2024 PER EURO 478,00 (EX ART. 179 D.LGS. 267/2000 TUEL). IMPOSTA DI BOLLO ESERCIZIO 2024.;2663099;3521496;
2663117;DD 948/2025;Feb 17, 2025, 12:00:00 AM;;0;7979.23;ACCERTAMENTO DELL_ENTRATA (EX ART. 179 D. LGS. 267/2000 TUEL). RECUPERI SU STIPENDI ANNO 2024 PER EURO 7.979,23.;2663117;3521516;
2663140;DD 947/2025;Feb 17, 2025, 12:00:00 AM;;0;40000.0;"TORINO CREATIVA. RIMBORSO SPESE ALL'ASSOCIAZIONE SPAZI MUSICALI PER LE INIZIATIVE ""PAGELLA NON SOLO ROCK"" E ''STATI GENERALI DEL ROCK'' ANNO 2025 IN ESECUZIONE DELLA DELIBERAZIONE DELLA GIUNTA COMUNALE DEL 3/12/2020 N. MECC. 202002618/095. IMPEGNO DI SPESA PER EURO 40.000,00.";2663140;3521546;
2665215;DD 946/2025;Feb 17, 2025, 12:00:00 AM;;0;500.0;TORINO CREATIVA. RIMBORSO SPESE PER PROGETTO ARTISTICO, VIAGGIO E TRASPORTO OPERE DELL'ARTISTA SELEZIONATA PER LA BIENNALE DEI GIOVANI ARTISTI DELL'EUROPA E DEL MEDITERRANEO ''MEDITERRANEA 20 BORDERLESS! 2025''. IMPEGNO DI EURO 500,00.;2665215;3524250;
2665562;DD 1975/2025;Apr 2, 2025, 12:00:00 AM;;0;;RINNOVO DISTACCO DELLA DIPENDENTE E.M. (EDUCATRICE PROFESSIONALE) IN ESITO A PROROGA CONVENZIONE TRA LA CITTA' E LA PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE PER I MINORENNI DI TORINO.;2665562;3525221;
2665429;DD 1952/2025;Apr 2, 2025, 12:00:00 AM;;0;;GOVERNO DEI BENI COMUNI URBANI NELLA CITTA' DI TORINO. AGGIORNAMENTO ALBO DELLE/DEI GARANTI. APPROVAZIONE.;2665429;3525045;
2665389;DD 1974/2025;Apr 2, 2025, 12:00:00 AM;B338B29F3C;1;5000.0;S062-M.O. MERCATI ANNO 2025 - LOTTO 3 - C.O. 5111 -  CIG B338B29F3C - PRESA D'ATTO SUBAFFIDAMENTO PER LAVORI DI OPERE DA FABBRO ALLA DITTA C.M.P. SAS DI POLO EUGENIO & C., EX ART. 119, COMMA 2 DEL  D.LGS. 36/2023 - IMPORTO DI EURO 5.000,00 DI CUI EURO 200,00 PER ONERI DELLA SICUREZZA..;2665389;3524974;
2665128;DD 1973/2025;Apr 2, 2025, 12:00:00 AM;A03284B714;1;;S031 - TASK FORCE 2024 - MANUTENZIONE ORDINARIA SERRAMENTI IN ALLUMINIO IN EDIFICI SCOLASTICI DELLA CITTA' (CIG A03284B714). APPROVAZIONE CERTIFICATO DI REGOLARE ESECUZIONE. SVINCOLO DEPOSITO CAUZIONALE.;2665128;3524115;
2665186;DD 1972/2025;Apr 2, 2025, 12:00:00 AM;;0;;PRESA D'ATTO VARIAZIONE RAGIONE SOCIALE DELLA COOPERATIVA IL SOGNO DI UNA COSA O.N.L.U.S. IN IL SOGNO DI UNA COSA S.C.S. IMPRESA SOCIALE , VARIAZIONE SEDE LEGALE E VARIAZIONE LEGALE RAPPRESENTANTE.;2665186;3524187;
2665142;DD 1971/2025;Apr 2, 2025, 12:00:00 AM;;0;;REVOCA EROGAZIONE DELLA QUOTA MENSILE PICCOLE SPESE A FAVORE PERSONA DISABILE RICOVERATA TOTALE CARICO IN PRESIDIO FUORI CITTA'.;2665142;3524135;
2665106;DD 1970/2025;Apr 2, 2025, 12:00:00 AM;;0;;C8 - REVISIONE INVENTARIALE. AGGIORNAMENTO DEL REGISTRO DEI BENI MOBILI N° 36/3813 - CENTRO D'INCONTRO CAVORETTO, PIAZZA FREGUGLIA 6. TORINO.;2665106;3524088;
2665124;DD 1969/2025;Apr 2, 2025, 12:00:00 AM;;0;79443.59;CONCESSIONE MEDIANTE FINANZA DI PROGETTO, EX ARTICOLO 183, COMMA 15 DEL D.LGS 50/2016, DELL'ATTIVITA' DI RIQUALIFICAZIONE IMPIANTISTICA ED ENERGETICA FINALIZZATA ALL'EFFICIENTAMENTO DEGLI IMMOBILI DELLA CITTA' DI TORINO COMPRENSIVA DELLA GESTIONE E DELLA MANUTENZIONE. OPERE DI EFFICIENTAMENTO SEDE TECNICA CE-0540-AB - CASA DI ABITAZIONE - VIA CAPUA 7 - TORINO, PER EURO 79.443,59 IVA COMPRESA - NOMINA COLLAUDATORE ARCH. GIORGIO PERNA.;2665124;3524111;
2665173;DD 1968/2025;Apr 2, 2025, 12:00:00 AM;;0;930178.82;CONCESSIONE MEDIANTE FINANZA DI PROGETTO, EX ARTICOLO 183, COMMA 15 DEL D.LGS 50/2016, DELL'ATTIVITA' DI RIQUALIFICAZIONE IMPIANTISTICA ED ENERGETICA FINALIZZATA ALL'EFFICIENTAMENTO DEGLI IMMOBILI DELLA CITTA' DI TORINO COMPRENSIVA DELLA GESTIONE E DELLA MANUTENZIONE. OPERE DI EFFICIENTAMENTO SEDE TECNICA CE-0474-C SEDE SERVIZI TRIBUTARI E CATASTO - SORIS - CORSO RACCONIGI 49 - TORINO, PER EURO 930.178,82 IVA COMPRESA - NOMINA COLLAUDATORE ING. LAURA IDRAME.;2665173;3524171;
2665110;DD 1967/2025;Apr 2, 2025, 12:00:00 AM;;0;58579.28;CONCESSIONE MEDIANTE FINANZA DI PROGETTO, EX ARTICOLO 183, COMMA 15 DEL D.LGS 50/2016, DELL'ATTIVITA' DI RIQUALIFICAZIONE IMPIANTISTICA ED ENERGETICA FINALIZZATA ALL'EFFICIENTAMENTO DEGLI IMMOBILI DELLA CITTA' DI TORINO COMPRENSIVA DELLA GESTIONE E DELLA MANUTENZIONE. OPERE DI EFFICIENTAMENTO SEDE TECNICA CE-0648-A - PALAZZINA CONDOMINIALE - CORSO FERRARA 50 - TORINO, PER EURO 58.579,28 IVA COMPRESA - NOMINA COLLAUDATORE ARCH. GIUSEPPE PENTASSUGLIA.;2665110;3524092;
2665169;DD 1966/2025;Apr 2, 2025, 12:00:00 AM;;0;36304.15;CONCESSIONE MEDIANTE FINANZA DI PROGETTO, EX ARTICOLO 183, COMMA 15 DEL D.LGS 50/2016, DELL'ATTIVITA' DI RIQUALIFICAZIONE IMPIANTISTICA ED ENERGETICA FINALIZZATA ALL'EFFICIENTAMENTO DEGLI IMMOBILI DELLA CITTA' DI TORINO COMPRENSIVA DELLA GESTIONE E DELLA MANUTENZIONE. OPERE DI EFFICIENTAMENTO SEDE TECNICA CE-0234-A - CASA DI ABITAZIONE CORSO AGNELLI 105 - TORINO, PER EURO 36.304,15 IVA COMPRESA - NOMINA COLLAUDATORE ING. ALBERTO BERRA.;2665169;3524165;
2665168;DD 1965/2025;Apr 2, 2025, 12:00:00 AM;;0;12520.2;OGGETTO:C.8- CONCESSIONE CONTINUATIVA A TITOLO GRATUITO ALL' ASSOCIAZIONE CIAO CI SENTIAMO ONLUS IN ESECUZIONE DELLA DELIBERAZIONE DELCI8 13/2025 DEL 17/03/2025 CON VANTAGGIO ECONOMICO DI EURO 12.520,20 E RELATIVO DISCIPLINARE D'USO DEL LOCALE. APPROVAZIONE;2665168;3524164;
2665088;DD 1964/2025;Apr 2, 2025, 12:00:00 AM;;0;3498012.02;CONCESSIONE MEDIANTE FINANZA DI PROGETTO, EX ARTICOLO 183, COMMA 15 DEL D.LGS 50/2016, DELL'ATTIVITA' DI RIQUALIFICAZIONE IMPIANTISTICA ED ENERGETICA FINALIZZATA ALL'EFFICIENTAMENTO DEGLI IMMOBILI DELLA CITTA' DI TORINO COMPRENSIVA DELLA GESTIONE E DELLA MANUTENZIONE. OPERE DI EFFICIENTAMENTO SEDE TECNICA CE-0325-X - COMPLESSO SCOLASTICO VIA COLLINO 12 - VIA RUBINO 63 - TORINO, PER EURO 3.498.012,02 IVA COMPRESA - NOMINA COLLAUDATORE ING. GIOVANNA MONICA COBELLI.;2665088;3524064;
2665138;DD 1963/2025;Apr 2, 2025, 12:00:00 AM;;0;;AVVISO PUBBLICO PER L'EROGAZIONE DI CONTRIBUTI ORDINARI ANNO 2025  NELL'AMBITO DELLA TUTELA DEL BENESSERE DEGLI ANIMALI.;2665138;3524129;
2665179;DD 1962/2025;Apr 2, 2025, 12:00:00 AM;;0;26612.6;C.8 - CONCESSIONI CONTINUATIVE A TITOLO GRATUITO DI LOCALI AD ENTI VARI, IN ESECUZIONE DELLA DELIBERAZIONE DELCI8 12/2025 DEL 17/03/2025 CON VANTAGGIO ECONOMICO COMPLESSIVO PARI AD EURO 26.612,60 E RELATIVI DISCIPLINARI D'USO DEI LOCALI. APPROVAZIONE.;2665179;3524179;
2665159;DD 1961/2025;Apr 2, 2025, 12:00:00 AM;B5D732C84A;1;;AFFIDAMENTO DIRETTO M.E.P.A. AI SENSI DELL'ART. 50, COMMA 1, LETTERA B) D. LGS. 36/2023, PER IL SERVIZIO DI RECAPITO AI CITTADINI DELLE TESSERE ELETTORALI AL DOMICILIO DEGLI INTERESSATI. ESECUZIONE IN VIA D'URGENZA AI SENSI DELL'ART. 17, COMMA 9 D. LGS 36/2023. CIG. B5D732C84A - APPROVAZIONE PROPOSTA DI AGGIUDICAZIONE E AGGIUDICAZIONE.;2665159;3524154;
2665113;DD 1960/2025;Apr 2, 2025, 12:00:00 AM;;0;;SITO CODICE ANAGRAFE 2642, ''AREE ESTERNE ALLA CABINA DI RIDUZIONE GAS STUPINIGI - CORSO UNIONE SOVIETICA 656, TORINO. PRESA D'ATTO CHIUSURA PROCEDIMENTO DI BONIFICA.;2665113;3524098;
2665089;DD 1959/2025;Apr 2, 2025, 12:00:00 AM;;0;;PERCORSI SOCIO EDUCATIVI  ESTIVI PER PERSONE CON DISABILITA' ANNO 2025. SELEZIONE TRA ORGANIZZAZIONI ACCREDITATE ALLA SOTTOSEZIONE B1 DELL'ALBO PRESTATORI DI SERVIZI SOCIO SANITARI. NOMINA DELLA COMMISSIONE  DI GARA.;2665089;3524065;
2665143;DD 1958/2025;Apr 2, 2025, 12:00:00 AM;;0;;ACCERTAMENTO DELL'ENTRATA (EX ART. 179 D. LGS. 267/2000 TUEL). IMPORTI GESTITI PER CASSA. DEBITORI DIVERSI.;2665143;3524136;
2665395;DD 1957/2025;Apr 2, 2025, 12:00:00 AM;;0;;AMPLIAMENTO POSTI PROGETTO SAI MINORI - APPROVAZIONE AVVISO PUBBLICO PER L'INDIVIDUAZIONE DI STRUTTURE  DI ACCOGLIENZA PER MSNA ACCREDITATE  E ISCRITTE ALL'ALBO FORNITORI DELLA CITTA'  IN POSSESSO DEI REQUISITI PER L'ADESIONE.  ;2665395;3524986;
2665116;DD 1956/2025;Apr 2, 2025, 12:00:00 AM;;0;;ASSUNZIONE ETERO FINANZIATA DI N. 05 UNITA' NELL'AREA DEI FUNZIONARI E DELLE ELEVATE QUALIFICAZIONI NEL PROFILO SPECIFICO DI FUNZIONARIO ASSISTENZIALE (PSICOLOGO) - CP0224.  TERZO SCORRIMENTO.;2665116;3524103;
2665170;DD 1955/2025;Apr 2, 2025, 12:00:00 AM;;0;;CONCESSIONE TRANSITORIA DEL TERRENO DI PROPRIETA' COMUNALE SITO IN TORINO IN VIA LADETTO VICINANZA CIVICO N. 12/A  ALLA SIGNORA omissis;2665170;3524166;
2665398;DD 1954/2025;Apr 2, 2025, 12:00:00 AM;B4E93ADCB8;1;;S.006 P.N. 77/2024 - PRIMUS - PROGR. INCENT. MOBIL. URBANA E SOST. - COMPLET. PISTA CICLABILE VIA NIZZA TRATTO P.ZA CARDUCCI PORTA NUOVA. C.O.: 4931- CUP: C11B21001570005 - CUI: L00514490010202300505- CIG: B4E93ADCB8 - CPV: 45233141-9. COD. NUTS: ITC11. APPROVAZIONE PROPOSTA DI AGGIUDICAZIONE E AGGIUDICAZIONE. ;2665398;3525001;
2665109;DD 1953/2025;Apr 2, 2025, 12:00:00 AM;;0;;VERIFICHE IN OPERA DEL RISPETTO DEI REQUISITI ACUSTICI DEGLI EDIFICI DI NUOVA REALIZZAZIONE. RESOCONTO ESTRAZIONE DEI PERIODI 8-22 GENNAIO 2025 E 23/01/2025 - 07/02/2025. ESITO DELL'ESTRAZIONE DEL PERIODO 8-22 FEBBRAIO 2025 NELL'AMBITO DEI CONTROLLI A CAMPIONE DELLE SEGNALAZIONI CERTIFICATE DI AGIBILITA' (SCA).;2665109;3524091;
2665394;DD 1951/2025;Apr 2, 2025, 12:00:00 AM;;0;;PROCEDURA COMPARATIVA PUBBLICA PER L'INDIVIDUAZIONE DI SOGGETTO GESTORE PER LA REALIZZAZIONE DI UN PROGETTO RIVOLTO ALL' ASSEGNAZIONE DI IMMOBILI PUBBLICI A GIOVANI UNDER 35 PER LA REALIZZAZIONE DI PROGETTI INNOVATIVI - CUP: C14H24000320005. APPROVAZIONE AVVISO;2665394;3524983;
2665396;DD 1950/2025;Apr 2, 2025, 12:00:00 AM;;0;15092.26;CENTRO INTERCULTURALE. AFFIDAMENTI DI INCARICHI OCCASIONALI E PROFESSIONALI PER LA REALIZZAZIONE DI ATTIVITA' I° SEMESTRE ANNO 2025. IMPEGNO DI EURO 15.092,26.;2665396;3524988;
2665140;DD 1949/2025;Apr 2, 2025, 12:00:00 AM;;0;;"CONTRIBUTO IN SERVIZI IN FAVORE DELL'ISTITUTO ISTRUZIONE SUPERIORE PAOLO BOSELLI - MEDIANTE CONCESSIONE IN USO A TARIFFA AGEVOLATA DELLA SALA CONCERTI DEL CONSERVATORIO ""GIUSEPPE VERDI"" DI TORINO PER N. 1 TURNO CONCERTISTICO IN OCCASIONE DELL'INIZIATIVA MUSICALE  ""CAMPIONATI DI FILOSOFIA""  PREVISTA  PER IL 3  APRILE 2025.";2665140;3524132;
2665172;DD 1948/2025;Apr 2, 2025, 12:00:00 AM;;0;1125137.25;CORPO DI POLIZIA MUNICIPALE - ACCERTAMENTO DELL' ENTRATA  (EX ART. 179 D.LGS. 267/2000 TUEL)  DI EURO € 1.125.137,25- VERBALI PER VIOLAZIONI ALLA LEGGE SULLA CIRCOLAZIONE STRADALE - SORIS;2665172;3524169;
2665134;DD 1947/2025;Apr 2, 2025, 12:00:00 AM;B47F2CAC06;1;;"PRESA D'ATTO DI CESSIONE RAMO DI AZIENDA DALLA DITTA ""ITALIANA PETROLI SPA"" ALLA DITTA ""IP PLUS S.R.L.'' - C.I.G. B47F2CAC06.";2665134;3524123;
2665390;DD 1946/2025;Apr 2, 2025, 12:00:00 AM;B43AC2DE56;1;;S033 PN METRO PLUS E CITTA' MEDIE SUD 2021-2027 - PEDONALIZZAZIONE E RIQUALIFICAZIONE VIA ROMA - LOTTO 2 - DA VIA CAVOUR A PIAZZA CLN COMPRESA - PROGETTO TO3.2.8.3.C2 (C.O. 5201 - CUP C11B23000410001) CIG B43AC2DE56. PRESA D'ATTO SUBAFFIDAMENTO PER FORNITURA E POSA DI DOPPIO STRATO DI IMPERMEABILIZZAZIONE DI PRIMA GUAINA DENOMINATA MONOTONE E SECONDO STRATO DENOMINATO PARALON NT4 4MM ALL'IMPRESA AGO S.R.L. EX ART. 119, COMMA 2, DEL D.LGS. 36/2023 - IMPORTO DI EURO COMPLESSIVO 52.000,00.;2665390;3524975;
2665098;DD 1944/2025;Apr 2, 2025, 12:00:00 AM;B5FD67E288;1;;"AFFIDAMENTO DIRETTO M.E.P.A. AI SENSI DELL'ART. 50, COMMA 1, LETTERA B) PER IL SERVIZIO DI FINISH LAYOUT DELL'IMMAGINE COMPOSTA NELL'ADV SELEZIONATA PER LA NUOVA CAMPAGNA DI COMUNICAZIONE DEL PROGETTO ""RESIDENZE SABAUDE. UN TERRITORIO DA RE"". INDIZIONE E IMPEGNO DI SPESA EURO 3.538 IVA 22% INCLUSA CIG: B5FD67E288 - CUP : C64H22000900001";2665098;3524078;
2665187;DD 1943/2025;Apr 2, 2025, 12:00:00 AM;;0;336.24;ACCERTAMENTO DELL'ENTRATA (EX ART. 179 D.LGS. 267/2000 TUEL) PER I RIMBORSI DOVUTI ALLA CITTA' DAI CONCESSIONARI DI IMMOBILI DI PROPRIETA' COMUNALE A TITOLO DI COSTI UTENZE, ELETTRICHE, IDRICHE E DI RISCALDAMENTO (EURO 336,24) ;2665187;3524189;
2665091;DD 1945/2025;Apr 2, 2025, 12:00:00 AM;;0;19806.66;ACCERTAMENTO DELL'ENTRATA (EX ART. 179 D.LGS. 267/2000 TUEL) PER I RIMBORSI DOVUTI ALLA CITTA' DAI CONCESSIONARI DI IMMOBILI DI PROPRIETA' COMUNALE A TITOLO DI COSTI UTENZE, ELETTRICHE, IDRICHE E DI RISCALDAMENTO (EURO 19.806,66 ) ;2665091;3524067;
2665111;DD 1942/2025;Apr 2, 2025, 12:00:00 AM;;0;2268.77;ACCERTAMENTO DELL'ENTRATA (EX ART. 179 D.LGS. 267/2000 TUEL) PER I RIMBORSI DOVUTI ALLA CITTA' DAI CONCESSIONARI DI IMMOBILI DI PROPRIETA' COMUNALE A TITOLO DI UTENZE ELETTRICHE, IDRICHE E DI RISCALDAMENTO. EURO 2.268,77.;2665111;3524093;
2665136;DD 1941/2025;Apr 2, 2025, 12:00:00 AM;B61F433A67;1;100000.0;AFFIDAMENTO DIRETTO M.E.P.A. AI SENSI DELL'ART. 50, COMMA 1 LETTERA B) DEL D. LGS 36/2023 PER I SERVIZI INTEGRATIVI URGENTI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI CITTADINE. INDIZIONE, AFFIDAMENTO E IMPEGNO DI SPESA EURO 100.000,00 IVA AL 22% INCLUSA. CIG B61F433A67;2665136;3524126;
2665384;DD 1940/2025;Apr 1, 2025, 12:00:00 AM;B425C8C618;1;;S034 - PROCEDURA APERTA N. 65/2024 PER PN METRO PLUS E CITTA' MEDIE SUD 2021-2027 - PROGETTO TO3.2.8.2A - RIASSETTO DELLA VIABILITA' DI PIAZZA BALDISSERA E RIPRISTINO DELLA LINEA TRANVIARIA (C.O. 5139 - CUP C11B23000140005) - CUI L00514490010202300520 - CPV 45221000-2 - NUTS ITC11 - CIG B425C8C618. APPROVAZIONE PROPOSTA DI AGGIUDICAZIONE E AGGIUDICAZIONE.;2665384;3524960;
2665056;DD 1928/2025;Apr 1, 2025, 12:00:00 AM;A03A1D20B2;1;80000.0;S031 - SOSTEGNO OBIETTIVI PNRR GRANDI CITTA' - DL 50/22 ART. 42. COMPLEMENTARIETA' PNRR M4C1I3.3 - PIANO DI MESSA IN SICUREZZA E RIQUALIFICAZIONE DELL'EDILIZIA SCOLASTICA - AREA NORD (C.O. 5077 - CUP C12B22000360006 - CIG A03A1D20B2). SUBAFFIDAMENTO DI FORNITURA E POSA ANTIFURTO EX ART. 119, COMMA 2 DEL DEL D.LGS. 36/2023. IMPRESA: DS DIMENSIONE SICUREZZA S.N.C. IMPORTO DI EURO 80.000,00. MODIFICA MODALITA' DI PAGAMENTO DI CUI ALLA DD 6139 DEL 16.10.2024.;2665056;3524022;
2665071;DD 1939/2025;Apr 1, 2025, 12:00:00 AM;A0326F6DAB;1;;S.031 -   P.N. 61/2023   MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI DELLA CITTA' - ANNO 2024. LOTTO 1. CIG A0326F6DAB. SOCIETA' COOPERATIVA VALLI UNITE DEL CANAVESE. APPROVAZIONE CERTIFICATO DI REGOLARE ESECUZIONE. SVINCOLO DEPOSITO CAUZIONALE.;2665071;3524041;
2665061;DD 1938/2025;Apr 1, 2025, 12:00:00 AM;9110924C52;1;266.66;  S031 - TASK FORCE 2022 - MANUTENZIONE ORDINARIA EDILE ED ACROBATICA DEGLI EDIFICI SCOLASTICI (CIG 9110924C52). IMPRESA EVER EDILIZIA VERTICALE S.R.L. - CERTIFICATO DI REGOLARE ESECUZIONE - PRESA D'ATTO CARATTERE DEFINITIVO E AUTORIZZAZIONE AL PAGAMENTO A SALDO. IMPRESA EVER EDILIZIA VERTICALE S.R.L. IMPORTO EURO 266,66 OLTRE IVA.;2665061;3524029;
2665057;DD 1937/2025;Apr 1, 2025, 12:00:00 AM;;0;1500.0;DIRITTI D'AUTORE ALLA SIAE PER ATTIVITA' ANIMATIVE DI PROMOZIONE DELLA CULTURA PER IL SISTEMA BIBLIOTECARIO URBANO PER L'ANNO 2025. ULTERIORE IMPEGNO DI SPESA DI EURO 1.500,00 (PRIMA INTEGRAZIONE).;2665057;3524023;
