dd_numero;capitolo;anno_imp;importo;missione;missione_nome;programma;macro;denominazione;match
DD 4357/2025;152000026001;2025;144.006,40;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;2;GRANDI OPERE DEL VERDE - EFFICIENTAMENTO ENERGETICO SERRE COMPLESSO BONAFOUS DI CHIERI - VEDASI CAP. 046500102 ENTRATA - sett. 117;exact
DD 4357/2025;152000026003;2025;526.581,18;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;2;APP. AVANZO TRASFERIMENTI - GRANDI OPERE DEL VERDE - EFFICIENTAMENTO ENERGETICO SERRE COMPLESSO BONAFOUS DI CHIERI - VEDASI CAP. 046500102 ENTRATA - sett. 117;exact
DD 4383/2025;056000007001;2025;6.954,00;06;Politiche giovanili, sport e tempo libero;1;3;CENTRI SPORTIVI - ACQUISTO DI SERVIZI - SPESE PER INTERVENTI VARI - S.R. E. IVA - settore 010 - R.IVA;exact
DD 4395/2025;118630008001;2025;567.561,35;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - SERVIZI DIGITALI ALLA PERSONA - TO1.1.2.1.A - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 4413/2025;132200005001;2025;31.997,88;05;Tutela e valorizzazione dei beni e attività culturali;2;2;PNRR M5C2-I2.2 CUP C12F22000040001 PIU A5 - MANUTENZIONE STRAORDINARIA BIBLIOTECHE CIVICHE BONHOEFFER, GINZBURG, CASCINA MARCHESA E CdQ PIUSPAZIOQUATTRO - VEDASI CAP. 31520008 ENTRATA - SETT.30;exact
DD 4413/2025;132200005001;2025;29.536,50;05;Tutela e valorizzazione dei beni e attività culturali;2;2;PNRR M5C2-I2.2 CUP C12F22000040001 PIU A5 - MANUTENZIONE STRAORDINARIA BIBLIOTECHE CIVICHE BONHOEFFER, GINZBURG, CASCINA MARCHESA E CdQ PIUSPAZIOQUATTRO - VEDASI CAP. 31520008 ENTRATA - SETT.30;exact
DD 4413/2025;132200005001;2025;30.767,18;05;Tutela e valorizzazione dei beni e attività culturali;2;2;PNRR M5C2-I2.2 CUP C12F22000040001 PIU A5 - MANUTENZIONE STRAORDINARIA BIBLIOTECHE CIVICHE BONHOEFFER, GINZBURG, CASCINA MARCHESA E CdQ PIUSPAZIOQUATTRO - VEDASI CAP. 31520008 ENTRATA - SETT.30;exact
DD 447/2025;088810003002;2025;23.121,50;12;Diritti sociali, politiche sociali e famiglia;1;3;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 007;exact
DD 447/2025;088810003002;2026;23.121,52;12;Diritti sociali, politiche sociali e famiglia;1;3;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 007;exact
DD 447/2025;088810003002;2027;23.121,52;12;Diritti sociali, politiche sociali e famiglia;1;3;LEGGE 285/97 - PROGETTI LEGGE 285/97 - PRESTAZIONI DI SERVIZI - SERVIZI DIVERSI - settore 007;exact
DD 4490/2025;034300039002;2025;19.690,80;03;Ordine pubblico e sicurezza;1;3;APP. AVANZO TRASFERIMENTI 1555 - POLIZIA LOCALE - ACQUISTO DI SERVIZI - PROGETTO REALIZZAZIONE PIATTAFORMA DIGITALE - VEDASI CAP. 006570002 ENTRATA - sett. 048;exact
DD 4491/2025;157600005003;2025;119.902,55;12;Diritti sociali, politiche sociali e famiglia;4;2;PNRR M5C2-I2.2 CUP C17H22000830006 PIU A23 - MANUTENZIONE STRAORDINARIA PER RIUSO E RIFUNZION. DELLA CASA DI ACCOGLIENZA SOCIALE DI VIA FOLIGNO 10 - VEDASI CAP. 31520008 ENTRATA - SETT 63;exact
DD 4491/2025;157600005003;2025;7.612,80;12;Diritti sociali, politiche sociali e famiglia;4;2;PNRR M5C2-I2.2 CUP C17H22000830006 PIU A23 - MANUTENZIONE STRAORDINARIA PER RIUSO E RIFUNZION. DELLA CASA DI ACCOGLIENZA SOCIALE DI VIA FOLIGNO 10 - VEDASI CAP. 31520008 ENTRATA - SETT 63;exact
DD 4492/2025;056000007001;2025;33.550,00;06;Politiche giovanili, sport e tempo libero;1;3;CENTRI SPORTIVI - ACQUISTO DI SERVIZI - SPESE PER INTERVENTI VARI - S.R. E. IVA - settore 010 - R.IVA;exact
DD 4523/2025;078400014001;2025;13.888,10;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - LAVORI E MANUTENZIONE DEGLI IMPIANTI IRRIGUI - settore 046;exact
DD 4524/2025;078400001001;2025;45.628,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - LAVORI E MANUTENZIONI - settore 046;exact
DD 4524/2025;078400001001;2026;45.628,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - LAVORI E MANUTENZIONI - settore 046;exact
DD 4524/2025;078400001001;2027;45.628,00;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - LAVORI E MANUTENZIONI - settore 046;exact
DD 4535/2025;098700013003;2025;7.930,00;14;Sviluppo economico e competitività;2;3;COMMERCIO E MERCATI - ACQUISTO DI BENI E SERVIZI - SPAZI PUBLICITARI TV RADIO WEB CARTA STAMPATA - SETT. 134;exact
DD 4545/2025;006800018001;2025;10.400,00;01;Servizi istituzionali, generali e di gestione;10;3;PERSONALE - ACQUISTO DI SERVIZI - AGGIORNAMENTO E FORMAZIONE DEI LAVORATORI DELLA PUBBLICA AMMINISTRAZIONE - LEGGE N. 122/2010 ART. 6 COMMA 13 - settore 004;exact
DD 4547/2025;033900001018;2025;4.614,65;03;Ordine pubblico e sicurezza;1;3;POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE ORDINARIA E RIPARAZIONI DI ATTREZZATURE - settore 048;exact
DD 4547/2025;033900001018;2026;6.460,51;03;Ordine pubblico e sicurezza;1;3;POLIZIA LOCALE E AMMINISTRATIVA - SPESE GENERALI - SPESE DI FUNZIONAMENTO - MANUTENZIONE ORDINARIA E RIPARAZIONI DI ATTREZZATURE - settore 048;exact
DD 4563/2025;075900003007;2025;35.505,26;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE AREE VERDI - settore 084;exact
DD 4563/2025;075900003007;2025;395,79;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE AREE VERDI - settore 084;exact
DD 4563/2025;075900003007;2025;98,95;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE AREE VERDI - settore 084;exact
DD 4607/2025;122900003003;2025;;03;Ordine pubblico e sicurezza;1;2;POLIZIA LOCALE - ACQUISTI ATTREZZATURE - VEICOLI - PROGETTO PREVENZIONE E CONTRASTO TRUFFE AGLI ANZIANI - VEDASI CAP. 031550001 ENTRATA 1403 - SETT. 048;exact
DD 4607/2025;122900003001;2025;;03;Ordine pubblico e sicurezza;1;2;POLIZIA MUNICIPALE - ACQUISTI ATTREZZATURE VARIE - PROGETTO PREVENZIONE E CONTRASTO TRUFFE AGLI ANZIANI - VEDASI CAP. 031550001 ENTRATA 1403 - SETT. 048;exact
DD 4607/2025;122900003003;;;03;Ordine pubblico e sicurezza;1;2;POLIZIA LOCALE - ACQUISTI ATTREZZATURE - VEICOLI - PROGETTO PREVENZIONE E CONTRASTO TRUFFE AGLI ANZIANI - VEDASI CAP. 031550001 ENTRATA 1403 - SETT. 048;base9-multi
DD 4609/2025;122900003001;2025;7.559,38;03;Ordine pubblico e sicurezza;1;2;POLIZIA MUNICIPALE - ACQUISTI ATTREZZATURE VARIE - PROGETTO PREVENZIONE E CONTRASTO TRUFFE AGLI ANZIANI - VEDASI CAP. 031550001 ENTRATA 1403 - SETT. 048;exact
DD 4637/2025;174800000008;2025;654,71;99;Servizi per conto terzi;1;2;DEPOSITI CAUZIONALI IN DENARO DA TERZI PRESSO LA CITTA' - settore 020;exact
DD 4644/2025;157600005001;2025;6.344,00;12;Diritti sociali, politiche sociali e famiglia;4;2;PNRR M5C2-I2.2 CUP C17H22000150006 PIU A20 - MANUTENZIONE STRAORD. CON PARZIALE RIFUNZION. STABILE DI VIA LEONCAVALLO 17/27 E VIA PACINI 18 PARTE SOCIALE - VEDASI CAP. 31520008 ENTRATA - SETT 63;exact
DD 4663/2025;060500010001;2025;44.591,00;07;Turismo;1;3;TURISMO - ACQUISTO DI BENI E SERVIZI - PROGETTO UNESCO RESIDENZE DELLA FAMIGLIA REALE DI SAVOIA - VEDASI CAP. 6500002 ENTRATA - SETT. 69;exact
DD 4664/2025;060500010001;2025;31.480,88;07;Turismo;1;3;TURISMO - ACQUISTO DI BENI E SERVIZI - PROGETTO UNESCO RESIDENZE DELLA FAMIGLIA REALE DI SAVOIA - VEDASI CAP. 6500002 ENTRATA - SETT. 69;exact
DD 4687/2025;021750002001;2025;5.917,31;01;Servizi istituzionali, generali e di gestione;7;3;ELEZIONI - SERVIZI IN OCCASIONE DI REFERENDUM - VEDASI CAP. 5000002 ENTRATA - settore 018;exact
DD 4687/2025;021750006001;2025;5.917,31;01;Servizi istituzionali, generali e di gestione;7;3;SERVIZIO ELETTORALE - SPESE DERIVANTI DA AGGIORNAMENTO LISTE ELETTORALI DA DISPOSIZIONI MINISTERIALI - Sett.018;exact
DD 4704/2025;087300018001;2025;620,76;12;Diritti sociali, politiche sociali e famiglia;3;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI IN FAVORE DI ANZIANI - S.R.E. IVA - settore 019;exact
DD 4704/2025;087300018001;2026;750,06;12;Diritti sociali, politiche sociali e famiglia;3;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI IN FAVORE DI ANZIANI - S.R.E. IVA - settore 019;exact
DD 4704/2025;087300018001;2027;750,06;12;Diritti sociali, politiche sociali e famiglia;3;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI IN FAVORE DI ANZIANI - S.R.E. IVA - settore 019;exact
DD 4704/2025;087300018001;2028;129,30;12;Diritti sociali, politiche sociali e famiglia;3;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI IN FAVORE DI ANZIANI - S.R.E. IVA - settore 019;exact
DD 4704/2025;087300002001;2025;3.055,28;12;Diritti sociali, politiche sociali e famiglia;2;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI A FAVORE DI DISABILI - settore 019;exact
DD 4704/2025;087300002001;2026;1.877,39;12;Diritti sociali, politiche sociali e famiglia;2;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI A FAVORE DI DISABILI - settore 019;exact
DD 4704/2025;087300002001;2027;1.877,39;12;Diritti sociali, politiche sociali e famiglia;2;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI A FAVORE DI DISABILI - settore 019;exact
DD 4704/2025;087300002001;2028;1.177,90;12;Diritti sociali, politiche sociali e famiglia;2;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI A FAVORE DI DISABILI - settore 019;exact
DD 4704/2025;087300018001;2025;5,66;12;Diritti sociali, politiche sociali e famiglia;3;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI IN FAVORE DI ANZIANI - S.R.E. IVA - settore 019;exact
DD 4704/2025;087300018001;2028;5,66;12;Diritti sociali, politiche sociali e famiglia;3;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI IN FAVORE DI ANZIANI - S.R.E. IVA - settore 019;exact
DD 4704/2025;087300002001;2025;14,19;12;Diritti sociali, politiche sociali e famiglia;2;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI A FAVORE DI DISABILI - settore 019;exact
DD 4704/2025;087300002001;2028;14,18;12;Diritti sociali, politiche sociali e famiglia;2;3;SERVIZI SOCIALI - PRESTAZIONI DI SERVIZI - INTERVENTI A FAVORE DI DISABILI - settore 019;exact
DD 4723/2025;045800001001;2025;14.400,00;04;Istruzione e diritto allo studio;6;3;ASSISTENZA SCOLASTICA - ACQUISTO DI SERVIZI - REFEZIONE SCUOLE DELL'OBBLIGO - S.R.E. IVA - Sett. 007 - R.IVA;exact
DD 4741/2025;018940003001;2025;63.440,00;01;Servizi istituzionali, generali e di gestione;6;3;SISTEMA SICUREZZA E PRONTO INTERVENTO - PRESTAZIONI DI SERVIZI - ATTUAZIONE DISPOSTI DI LEGGE - D.LGS.81/2008 - settore 111;exact
DD 4757/2025;056000007004;2025;10.980,00;06;Politiche giovanili, sport e tempo libero;1;3;CENTRI SPORTIVI - ACQUISTO DI SERVIZI - RIMOZIONE E SMALTIMENTO RIFIUTI - S.R.E. IVA - settore 010 - R.IVA;exact
DD 4762/2025;068300011001;2025;1.000.174,50;08;Assetto del territorio ed edilizia abitativa;1;3;URBANISTICA - ACQUISTO DI SERVIZI - ATTIVITA' DI REVSIONE PRG - VEDASI CAP. 015100079 ENTRATA - Sett. 125;exact
DD 4771/2025;060500010001;2025;18.300,00;07;Turismo;1;3;TURISMO - ACQUISTO DI BENI E SERVIZI - PROGETTO UNESCO RESIDENZE DELLA FAMIGLIA REALE DI SAVOIA - VEDASI CAP. 6500002 ENTRATA - SETT. 69;exact
DD 4772/2025;157400005003;2025;79.553,92;12;Diritti sociali, politiche sociali e famiglia;7;2;APP. AVANZO LEGGI - SERVIZI SOCIALI - ACQUISTI - MOBILI E ARREDI - VEDASI CAP. 29400 ENTRATA - SETT. 05 - 900;exact
DD 4782/2025;071700007001;2025;7.521,70;11;Soccorso civile;1;3;PROTEZIONE CIVILE - ACQUISTO DI SERVIZI - SERVIZI PER ATTIVITA' ED INTERVENTI DI PROTEZIONE CIVILE - settore 028;exact
DD 4858/2025;136100002007;2025;49.776,00;06;Politiche giovanili, sport e tempo libero;1;2;APP. AVANZO INVESTIMENTI - IMPIANTI SPORTIVI - MANUTENZIONE STRAORDINARIA - S.R.E. IVA - settore 062 - R.IVA;exact
DD 4877/2025;002610005001;2025;74.074,00;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - ACQUISTO BENI DI CONSUMO - ACQUISTO MATERIALI DI CONSUMO - MATERIALE VARIO - settore 005;exact
DD 4878/2025;009800001001;2025;1.820,42;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - NOLEGGIO FOTOCOPIATORI E MACCHINE VARIE PER UFFICIO - settore 005;exact
DD 4878/2025;009800001001;2026;3.203,23;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - NOLEGGIO FOTOCOPIATORI E MACCHINE VARIE PER UFFICIO - settore 005;exact
DD 4878/2025;009800001001;2027;3.203,23;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - NOLEGGIO FOTOCOPIATORI E MACCHINE VARIE PER UFFICIO - settore 005;exact
DD 4878/2025;009800001001;2028;3.203,23;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - NOLEGGIO FOTOCOPIATORI E MACCHINE VARIE PER UFFICIO - settore 005;exact
DD 4878/2025;009800001001;2029;3.203,23;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - NOLEGGIO FOTOCOPIATORI E MACCHINE VARIE PER UFFICIO - settore 005;exact
DD 4878/2025;009800001001;2030;1.382,82;01;Servizi istituzionali, generali e di gestione;11;3;ALTRI SERVIZI GENERALI - NOLEGGIO FOTOCOPIATORI E MACCHINE VARIE PER UFFICIO - settore 005;exact
DD 4902/2025;056720011002;2025;;01;Servizi istituzionali, generali e di gestione;6;3;INFRASTRUTTURE PER IL COMMERCIO E LO SPORT - ACQUISTO DI BENI E SERVIZI - ALTRE PRESTAZIONI PROFESSIONALI - S.R.E. IVA - settore 062 - R.IVA;exact
DD 4935/2025;118800000008;2025;60.274,10;01;Servizi istituzionali, generali e di gestione;8;2;APP. AVANZO ACCANTONAMENTI 1526 - ACQUISTO ATTREZZATURE TECNOLOGICHE HARDWARE SISTEMI DI TELECOMUNICAZIONE E SICUREZZA - settore 027;exact
DD 4970/2025;118630008003;2025;276.000,00;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - DIGITALIZZAZIONE E CHANGE MANAGEMENT - TO1.1.2.1.C - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 4970/2025;118630008003;2026;169.800,18;01;Servizi istituzionali, generali e di gestione;8;2;SISTEMI INFORMATIVI - PN METRO PLUS - DIGITALIZZAZIONE E CHANGE MANAGEMENT - TO1.1.2.1.C - VEDASI CAP.032500002001 ENTRATA - SETT.27;exact
DD 4971/2025;026900011001;2025;143.865,68;01;Servizi istituzionali, generali e di gestione;8;3;SISTEMI INFORMATIVI - ACQUISTO DI SERVIZI - SERVIZI APPLICATIVI CONTABILITA' - settore 027;exact
DD 4986/2025;078400001001;2025;11.582,63;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;VERDE PUBBLICO - ACQUISTO DI SERVIZI - LAVORI E MANUTENZIONI - settore 046;exact
DD 4998/2025;157400005003;2025;110.030,95;12;Diritti sociali, politiche sociali e famiglia;7;2;APP. AVANZO LEGGI - SERVIZI SOCIALI - ACQUISTI - MOBILI E ARREDI - VEDASI CAP. 29400 ENTRATA - SETT. 05 - 900;exact
DD 5021/2025;048700001001;2025;700,00;05;Tutela e valorizzazione dei beni e attività culturali;2;3;BIBLIOTECHE CIVICHE - ACQUISTO DI MATERIALI - GIORNALI E RIVISTE - settore 025;exact
DD 5021/2025;048700001003;2025;700,00;05;Tutela e valorizzazione dei beni e attività culturali;2;3;BIBLIOTECHE CIVICHE - ACQUISTO MATERIALI PER PROGETTO LA STAMPA - VEDASI CAP. 15100078001 ENTRATA - SETT.25 1564;exact
DD 5024/2025;060500009002;2025;30.000,00;07;Turismo;1;3;TURISMO - ACQUISTO DI BENI E SERVIZI - INIZIATIVE E MANIFESTAZIONI NAZIONALI ED INTERNAZIONALI ANCHE A RILIEVO TURISTICO - sett.0 69;exact
DD 5044/2025;004300069001;2025;7.515,20;19;Relazioni internazionali;1;3;COOPERAZIONE INTERNAZIONALE E PACE - BANDO AICS 2023 - PROGETTO DI COOPERAZIONE TERRITORIALE - AKLI BALADI - PRESTAZIONE DI SERVIZI - VEDASI CAP. 7200006 ENTRATA - set. 113 - 1566;exact
DD 5044/2025;004300069001;2026;2.147,20;19;Relazioni internazionali;1;3;COOPERAZIONE INTERNAZIONALE E PACE - BANDO AICS 2023 - PROGETTO DI COOPERAZIONE TERRITORIALE - AKLI BALADI - PRESTAZIONE DI SERVIZI - VEDASI CAP. 7200006 ENTRATA - set. 113 - 1566;exact
DD 5044/2025;004300069001;2027;1.073,60;19;Relazioni internazionali;1;3;COOPERAZIONE INTERNAZIONALE E PACE - BANDO AICS 2023 - PROGETTO DI COOPERAZIONE TERRITORIALE - AKLI BALADI - PRESTAZIONE DI SERVIZI - VEDASI CAP. 7200006 ENTRATA - set. 113 - 1566;exact
DD 5048/2025;097250017002;2025;;14;Sviluppo economico e competitività;3;3;FONDI EUROPEI-PROGETTO TOMOVE-ACQUISTO DI BENI E SERVIZI-PIANO COMPLEMENTARE AL PNRR-M1C1-I1.4.6-CUP C15C22007220001-VEDASI CAP. 006800014 ENTRATA - SETT.068;exact
DD 5048/2025;006800014001;2025;97.600,00;01;Servizi istituzionali, generali e di gestione;10;3;PERSONALE - ACQUISTO DI SERVIZI - SPESE PER COMMISSIONI CONCORSI - SELEZIONI A POSTI VACANTI A TEMPO INDETERMINATO - settore 004;base9-unique
DD 5052/2025;075900003004;2025;;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE AREE VERDI - settore 090;exact
DD 5052/2025;075900003002;2026;;09;Sviluppo sostenibile e tutela del territorio e dell'ambiente;2;3;CIRCOSCRIZIONI COMUNALI - PRESTAZIONI DI SERVIZI - MANUTENZIONE AREE VERDI - settore 091;base9-multi
