cig;cig_accordo_quadro;numero_gara;oggetto_gara;importo_complessivo_gara;n_lotti_componenti;oggetto_lotto;importo_lotto;oggetto_principale_contratto;stato;settore;luogo_istat;provincia;data_pubblicazione;data_scadenza_offerta;cod_tipo_scelta_contraente;tipo_scelta_contraente;cod_modalita_realizzazione;modalita_realizzazione;codice_ausa;cf_amministrazione_appaltante;denominazione_amministrazione_appaltante;sezione_regionale;id_centro_costo;denominazione_centro_costo;anno_pubblicazione;mese_pubblicazione;cod_cpv;descrizione_cpv;flag_prevalente;COD_MOTIVO_CANCELLAZIONE;MOTIVO_CANCELLAZIONE;DATA_CANCELLAZIONE;DATA_ULTIMO_PERFEZIONAMENTO;COD_MODALITA_INDIZIONE_SPECIALI;MODALITA_INDIZIONE_SPECIALI;COD_MODALITA_INDIZIONE_SERVIZI;MODALITA_INDIZIONE_SERVIZI;DURATA_PREVISTA;COD_STRUMENTO_SVOLGIMENTO;STRUMENTO_SVOLGIMENTO;FLAG_URGENZA;COD_MOTIVO_URGENZA;MOTIVO_URGENZA;FLAG_DELEGA;FUNZIONI_DELEGATE;CF_SA_DELEGANTE;DENOMINAZIONE_SA_DELEGANTE;CF_SA_DELEGATA;DENOMINAZIONE_SA_DELEGATA;IMPORTO_SICUREZZA;TIPO_APPALTO_RISERVATO;CUI_PROGRAMMA;FLAG_PREV_RIPETIZIONI;COD_IPOTESI_COLLEGAMENTO;IPOTESI_COLLEGAMENTO;CIG_COLLEGAMENTO;COD_ESITO;ESITO;DATA_COMUNICAZIONE_ESITO;FLAG_PNRR_PNC;n_aggiudicazioni;agg_importo_aggiudicazione;agg_data_aggiudicazione_definitiva;agg_esito;agg_criterio_aggiudicazione;agg_ribasso_aggiudicazione;agg_num_imprese_offerenti;agg_num_imprese_invitate;agg_num_imprese_richiedenti;agg_id_aggiudicazione;n_aggiudicatari;aggiudicatario_cf;aggiudicatario_denominazione;aggiudicatario_ruolo;aggiudicatari_tutti;dd_numeri;n_dd
B401D0A987;;PTE di servizi_Dismissione fonte CIA dal Sistema GMS;PTE DI SERVIZI_DISMISSIONE FONTE CIA DAL SISTEMA GMS;11528.23;1;PTE DI SERVIZI_DISMISSIONE FONTE CIA DAL SISTEMA GMS;11528.23;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-08;2024-10-25;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;72500000-0;SERVIZI INFORMATICI;1;;;;2024-10-25;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2024-10-25;0;1;11528.23;;AGGIUDICATA;;0.0;;;;13557479;1;01995120019;CONSORZIO PER IL SISTEMA INFORMATIVO*(CSI PIEMONTE);;"CONSORZIO PER IL SISTEMA INFORMATIVO*(CSI PIEMONTE) (01995120019; )";DD 8224/2024;1
B44F1B5165;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;VIALI - CENTRO SUD;3037910.81;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400819;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0;1;1753927.52;2025-06-03;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: COMPETIZIONE SOLO IN BASE A CRITERI QUALITATIVI;18.0;3;;;17588702;1;04978390872;SICILVILLE S.R.L.;OPERATORE ECONOMICO MONOSOGGETTIVO;"SICILVILLE S.R.L. (04978390872; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 2199/2025;1
B560527FA9;2528460731;PCP-20250128-03947;MANUTENZIONE STRAORDINARIA ATTRAVERSAMENTI PEDONALI VALLETTE – BILANCIO 2023 LOTTO UNICO – C.O. 5134/2023 - CUP C17H2300015000 AFFIDAMENTO IREN SMART SOLUTIONS PER ADEGUAMENTO ALLA NUOVA VIABILITA' IMPIANTO SEMAFORICO DI VIALE DEI MUGHETTI 27;76980.0;1;AFFIDAMENTO IREN SMART SOLUTIONS PER ADEGUAMENTO ALLA NUOVA VIABILITA' IMPIANTO SEMAFORICO DI VIALE DEI MUGHETTI 27;76980.0;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-28;2025-01-28;24;AFFIDAMENTO DIRETTO;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;29F5FE33-63E0-4DEE-AC9A-9FFB6A05B57D;12 - DIVISIONE INFRASTRUTTURE E MOBILITÀ;2025;1;50232000-0;MANUTENZIONE DI IMPIANTI DI ILLUMINAZIONE PUBBLICA E SEMAFORI;1;;;;2025-01-28;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-28;0;1;76980.0;2025-01-28;AGGIUDICATA;;0.0;;;;14909115;1;02184890354;IREN SMART SOLUTIONS S.P.A.;OPERATORE ECONOMICO MONOSOGGETTIVO;"IREN SMART SOLUTIONS S.P.A. (02184890354; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 712/2025;1
B542DFDE8A;B1614D5EF6;CONSIP_ORDINE_8328801;F;119965.6;1;NOLEGGIO DI N. 4 VEICOLI MOD. CITROEN E-C3 PER UN PERIODO DI 60 MESI ED UNA PERCORRENZA CHILOMETRICA LIMITE DI 50.000 KM;119965.6;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-20;2025-01-20;24;AFFIDAMENTO DIRETTO;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;34110000-1;AUTOVETTURE PER TRASPORTO PASSEGGERI;1;;;;2025-01-20;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-20;0;1;119965.6;2024-12-24;AGGIUDICATA;;0.0;;;;14794978;1;08083020019;LEASYS ITALIA S.P.A. O BREVEMENTE LEASYS S.P.A.;OPERATORE ECONOMICO MONOSOGGETTIVO;"LEASYS ITALIA S.P.A. O BREVEMENTE LEASYS S.P.A. (08083020019; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 1776/2025;1
B4CEA07B22;;G00730-45fd95dc-f863-4148-8ef5-ee237cc0dab4;AFFIDAMENTO DIRETTO A SOCIETÀ IN HOUSE G00730 - PROGETTAZIONE DEL MASTERPLAN PER LA RIGENERAZIONE URBANA QUARTIERI BARRIERA DI MILANO E AURORA NELL'AMBITO DEL PROGETTO PN METRO PLUS E CITTA' MEDIE SUD 2021-2027 - TO7.5.1.2.A1 SOSTENIBILITA' BELLEZZA INCLUSIONE NELLE STRADE E NEGLI SPAZI PUBBLICI- CUP C11B24000220006;194986.0;1;AFFIDAMENTO DIRETTO A SOCIETÀ IN HOUSE G00730 - PROGETTAZIONE DEL MASTERPLAN PER LA RIGENERAZIONE URBANA QUARTIERI BARRIERA DI MILANO E AURORA NELL'AMBITO DEL PROGETTO PN METRO PLUS E CITTA' MEDIE SUD 2021-2027 - TO7.5.1.2.A1 SOSTENIBILITA' BELLEZZA INCLUSIONE NELLE STRADE E NEGLI SPAZI PUBBLICI- CUP C11B24000220006;194986.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-13;2024-12-13;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;71240000-2;SERVIZI ARCHITETTONICI, DI INGEGNERIA E PIANIFICAZIONE;1;;;;2024-12-13;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2024-12-13;0;1;194986.0;2024-12-12;AGGIUDICATA;;0.0;;;;14349131;1;10319310016;INFRATRASPORTI.TO S.R.L.;;"INFRATRASPORTI.TO S.R.L. (10319310016; )";DD 8749/2024|DD 1395/2025|DD 2338/2025;3
B556DB125C;;CONSIP_RDO_5024241;SERVIZIO DI NOLEGGIO DI BAGNI CHIMICI IN OCCASIONE DI MANIFESTAZIONI DI SPETTACOLO VIAGGIANTE 2025;5020.0;1;NOLEGGIO BAGNI CHIMICI PER MANIFESTAZIONI DI SPETTACOLO VIAGGIANTE 2025;5020.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-27;2025-01-24;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;24955000-3;GABINETTI CHIMICI;1;;;;2025-01-24;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-24;0;1;5020.0;2025-01-24;AGGIUDICATA;;0.0;;;;14873337;1;10576071004;TAILORSAN SOCIETA' PER AZIONI;OPERATORE ECONOMICO MONOSOGGETTIVO;"TAILORSAN SOCIETA' PER AZIONI (10576071004; OPERATORE ECONOMICO MONOSOGGETTIVO)";;0
B54DB3F8A0;;CONSIP_RDO_5002248;STADIO OLIMPICO 2025 DEC SERVIZIO CONTROLLI STRUTTURALI;23600.0;1;DIRETTORE DELL'ESECUZIONE SERVIZIO CONTROLLI STRUTTURALI STADIO OLIMPICO 2025;23600.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-23;2025-01-22;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;71220000-6;SERVIZI DI PROGETTAZIONE ARCHITETTONICA;1;;;;2025-01-22;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-22;0;1;23600.0;2025-01-17;AGGIUDICATA;;0.0;;;;14838162;1;08170790011;MANZONE FABIO;OPERATORE ECONOMICO MONOSOGGETTIVO;"MANZONE FABIO (08170790011; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 883/2025;1
B44F1B83DE;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;TERRITORIALE - CIRCOSCRIZIONI 3 E 4;4308859.3;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400091;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0;1;2475296.33;2025-06-03;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: COMPETIZIONE SOLO IN BASE A CRITERI QUALITATIVI;5.331;2;;;17588702;2;06484280018;COOPERATIVA SOCIALE P.G. FRASSATI DI PRODUZIONE E LAVORO SOCIETA' COOPERATIVA SOCIALE E.T.S. SIGLABILE: COOPERATIVA SOCIALE P.G. FRASSATI DI PRODUZIONE E LAVORO S.C.S. E.T.S.;MANDATARIA;"CONSORZIO COMPAGNIA DEI SERVIZI - SOCIETA' COOPERATIVA SIGLABILE ALTERNATIVAMENTE C.D.S.- S.C. O COMPAGNIA DEI SERVIZI S.C. O COM.SER. S.C. (09434620010; MANDANTE) | COOPERATIVA SOCIALE P.G. FRASSATI DI PRODUZIONE E LAVORO SOCIETA' COOPERATIVA SOCIALE E.T.S. SIGLABILE: COOPERATIVA SOCIALE P.G. FRASSATI DI PRODUZIONE E LAVORO S.C.S. E.T.S. (06484280018; MANDATARIA)";DD 2199/2025|DD 7001/2025;2
B49C012555;;PTE di servizi_estensione funzionale sistema documentale Doqui ;PTE DI SERVIZI_ESTENSIONE FUNZIONALE SISTEMA DOCUMENTALE DOQUI ;58113.04;1;PTE DI SERVIZI_ESTENSIONE FUNZIONALE SISTEMA DOCUMENTALE DOQUI ;58113.04;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-08;2024-12-04;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;72500000-0;SERVIZI INFORMATICI;1;;;;2024-12-04;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2024-12-04;0;1;58113.04;2024-12-04;AGGIUDICATA;;0.0;;;;14154432;1;01995120019;CONSORZIO PER IL SISTEMA INFORMATIVO*(CSI PIEMONTE);;"CONSORZIO PER IL SISTEMA INFORMATIVO*(CSI PIEMONTE) (01995120019; )";DD 8258/2024;1
B44F1B730B;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;TERRITORIALE - CIRCOSCRIZIONI 1 E 2;4410638.7;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400090;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0;1;2532514.15;2025-06-03;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: COMPETIZIONE SOLO IN BASE A CRITERI QUALITATIVI;11.17;2;;;17588702;2;03717670016;LA NUOVA COOPERATIVA SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE SIGLABILE COOPERATIVA SOCIALE LA NUOVA COOPERATIVA;MANDATARIA;"COOPERATIVA SOCIALE BARBARA B (09680290013; MANDANTE) | LA NUOVA COOPERATIVA SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE SIGLABILE COOPERATIVA SOCIALE LA NUOVA COOPERATIVA (03717670016; MANDATARIA)";DD 2199/2025|DD 3138/2025|DD 7001/2025;3
B527410E3C;B1614DB3ED;CONSIP_ORDINE_8311097;E;119965.6;1;NOLEGGIO DI N. 3 VEICOLI MOD. OPEL CORSA 1.2 HYBRID PER UN PERIODO DI 60 MESI ED UNA PERCORRENZA CHILOMETRICA LIMITE DI 50.000 KM;119965.6;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-10;2025-01-10;24;AFFIDAMENTO DIRETTO;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;34110000-1;AUTOVETTURE PER TRASPORTO PASSEGGERI;1;;;;2025-01-10;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-10;0;1;119965.6;2024-12-24;AGGIUDICATA;;0.0;;;;14688578;1;06714021000;Società Leasys Spa;OPERATORE ECONOMICO MONOSOGGETTIVO;"Società Leasys Spa (06714021000; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 1776/2025;1
B4C4402A33;;G00729-0045a4e4-989c-4845-894d-68bcb7eba365;AFFIDAMENTO DIRETTO N. G00729 - MANUTENZIONE STRAORDINARIA IMPIANTI ELETTRICI EDIFICIO DI VIA FIESOLE 15/A A TORINO;6650.47;1;AFFIDAMENTO DIRETTO N. G00729 - MANUTENZIONE STRAORDINARIA IMPIANTI ELETTRICI EDIFICIO DI VIA FIESOLE 15/A A TORINO;6650.47;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-14;2024-12-12;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;1;45315000-8;LAVORI DI INSTALLAZIONE DI IMPIANTI DI RISCALDAMENTO E DI ALTRI IMPIANTI ELETTRICI PER EDIFICI;1;;;;2024-12-12;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;365.01;;;;;;;1.0;AGGIUDICATA;2024-12-12;0;1;6650.47;2024-12-11;AGGIUDICATA;;0.0;;;;14309375;1;02184890354;IREN SMART SOLUTIONS S.P.A.;OPERATORE ECONOMICO MONOSOGGETTIVO;"IREN SMART SOLUTIONS S.P.A. (02184890354; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 8672/2024;1
B54A15D46E;;CONSIP_RDO_4963790;SERVIZIO DI DIRETTORE OPERATIVO OPERE ARCHITETTONICHE E IDRAULICHE. INTERVENTI DI RIPRISTINO DELLA NAVIGAZIONE SUL FIUME PO;21840.53;1;SERVIZIO DI DIRETTORE OPERATIVO OPERE ARCHITETTONICHE E IDRAULICHE. INTERVENTI DI RIPRISTINO DELLA NAVIGAZIONE SUL FIUME PO;21840.53;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-01-21;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;29F5FE33-63E0-4DEE-AC9A-9FFB6A05B57D;12 - DIVISIONE INFRASTRUTTURE E MOBILITÀ;2025;1;71000000-8;SERVIZI ARCHITETTONICI, DI COSTRUZIONE, INGEGNERIA E ISPEZIONE;1;;;;2025-01-21;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-21;0;1;21840.53;2025-01-13;AGGIUDICATA;;0.0;;;;14824220;1;10550330012;CARLORATTIASSOCIATI S.R.L.;OPERATORE ECONOMICO MONOSOGGETTIVO;"CARLORATTIASSOCIATI S.R.L. (10550330012; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 1250/2025|DD 4336/2025;2
B2F18B8686;;CONSIP_RDO_4607010;Servizio di sostegno nidi in appalto- 2024/2025- Nido d'Infanzia via Gioberti;13183.5;1;Servizio sostegno nidi in appalto - nido Gioberti;13183.5;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-08;2024-09-05;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;9AD47F5D-730F-48CF-83DC-5BE4A0D819BF;08 - DIVISIONE SERVIZI EDUCATIVI;2025;1;85320000-8;SERVIZI SOCIALI;1;;;;2024-09-05;;;;;;;;1;7.0;;;;;;;;0.0;;;;;;;1.0;AGGIUDICATA;2024-09-05;0;1;13183.5;2024-09-05;AGGIUDICATA;;0.0;;;;12885493;1;00510430184;ALDIA COOPERATIVA SOCIALE - SOCIETA' COOPERATIVA, IN BREVE ALDIA COOPERATIVA SOCIALE;OPERATORE ECONOMICO MONOSOGGETTIVO;"ALDIA COOPERATIVA SOCIALE - SOCIETA' COOPERATIVA, IN BREVE ALDIA COOPERATIVA SOCIALE (00510430184; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 5453/2024;1
B44F1B6238;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;VIALI NORD - OVEST;2403564.99;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400820;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0;1;1388104.72;2025-06-03;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: COMPETIZIONE SOLO IN BASE A CRITERI QUALITATIVI;18.0;3;;;17588702;1;04978390872;SICILVILLE S.R.L.;OPERATORE ECONOMICO MONOSOGGETTIVO;"SICILVILLE S.R.L. (04978390872; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 2199/2025;1
B44F1BA584;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;TERRITORIALE - CIRCOSCRIZIONI 7 PIANO E 8 PIANO;4728965.92;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400094;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0;1;2711796.56;2025-06-03;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: COMPETIZIONE SOLO IN BASE A CRITERI QUALITATIVI;11.17;3;;;17588702;2;03717670016;LA NUOVA COOPERATIVA SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE SIGLABILE COOPERATIVA SOCIALE LA NUOVA COOPERATIVA;MANDATARIA;"COOPERATIVA SOCIALE BARBARA B (09680290013; MANDANTE) | LA NUOVA COOPERATIVA SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE SIGLABILE COOPERATIVA SOCIALE LA NUOVA COOPERATIVA (03717670016; MANDATARIA)";DD 2199/2025|DD 3144/2025|DD 3143/2025|DD 3141/2025|DD 3138/2025|DD 4523/2025|DD 4986/2025|DD 7134/2025|DD 7001/2025;9
B5272EBC72;B1614D5EF6;CONSIP_ORDINE_8310993;F;119965.6;1;NOLEGGIO DI N. 4 VEICOLI MOD. CITROEN E-C3 PER UN PERIODO DI 60 MESI ED UNA PERCORRENZA CHILOMETRICA LIMITE DI 50.000 KM;119965.6;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-10;2025-01-10;24;AFFIDAMENTO DIRETTO;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;34110000-1;AUTOVETTURE PER TRASPORTO PASSEGGERI;1;;;;2025-01-10;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-10;0;1;119965.6;2024-12-24;AGGIUDICATA;;0.0;;;;14688324;1;06714021000;Società Leasys Spa;OPERATORE ECONOMICO MONOSOGGETTIVO;"Società Leasys Spa (06714021000; OPERATORE ECONOMICO MONOSOGGETTIVO)";;0
