cig;cig_accordo_quadro;numero_gara;oggetto_gara;importo_complessivo_gara;n_lotti_componenti;oggetto_lotto;importo_lotto;oggetto_principale_contratto;stato;settore;luogo_istat;provincia;data_pubblicazione;data_scadenza_offerta;cod_tipo_scelta_contraente;tipo_scelta_contraente;cod_modalita_realizzazione;modalita_realizzazione;codice_ausa;cf_amministrazione_appaltante;denominazione_amministrazione_appaltante;sezione_regionale;id_centro_costo;denominazione_centro_costo;anno_pubblicazione;mese_pubblicazione;cod_cpv;descrizione_cpv;flag_prevalente;COD_MOTIVO_CANCELLAZIONE;MOTIVO_CANCELLAZIONE;DATA_CANCELLAZIONE;DATA_ULTIMO_PERFEZIONAMENTO;COD_MODALITA_INDIZIONE_SPECIALI;MODALITA_INDIZIONE_SPECIALI;COD_MODALITA_INDIZIONE_SERVIZI;MODALITA_INDIZIONE_SERVIZI;DURATA_PREVISTA;COD_STRUMENTO_SVOLGIMENTO;STRUMENTO_SVOLGIMENTO;FLAG_URGENZA;COD_MOTIVO_URGENZA;MOTIVO_URGENZA;FLAG_DELEGA;FUNZIONI_DELEGATE;CF_SA_DELEGANTE;DENOMINAZIONE_SA_DELEGANTE;CF_SA_DELEGATA;DENOMINAZIONE_SA_DELEGATA;IMPORTO_SICUREZZA;TIPO_APPALTO_RISERVATO;CUI_PROGRAMMA;FLAG_PREV_RIPETIZIONI;COD_IPOTESI_COLLEGAMENTO;IPOTESI_COLLEGAMENTO;CIG_COLLEGAMENTO;COD_ESITO;ESITO;DATA_COMUNICAZIONE_ESITO;FLAG_PNRR_PNC;n_aggiudicazioni;agg_importo_aggiudicazione;agg_data_aggiudicazione_definitiva;agg_esito;agg_criterio_aggiudicazione;agg_ribasso_aggiudicazione;agg_num_imprese_offerenti;agg_num_imprese_invitate;agg_num_imprese_richiedenti;agg_id_aggiudicazione;n_aggiudicatari;aggiudicatario_cf;aggiudicatario_denominazione;aggiudicatario_ruolo;aggiudicatari_tutti;dd_numeri;n_dd
B7D2ED103F;;CONSIP_RDO_5542481;INCARICO PER LA REDAZIONE DEL CERTIFICATO DI IDONEITÀ STATICA E DEL CERTIFICATO DI IDONEITÀ STATICA DEL SISTEMA COMPLESSIVO DEI CARICHI SOSPESI PER ALCUNI IMPIANTI SPORTIVI DELLA CITTÀ.;8078.4;1;INCARICO PER LA REDAZIONE DEL CERTIFICATO DI IDONEITA' STATICA E DEL CERTIFICATO DI IDONEITA' STATICA DEL SISTEMA COMPLESSIVO DEI CARICHI SOSPESI PER ALCUNI IMPIANTI SPORTIVI DELLA CITTA';8078.4;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-31;2025-07-30;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;7;71315400-3;SERVIZI DI COLLAUDO E VERIFICA DI EDIFICI;1;;;;2025-07-30;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-30;0;1;8078.4;2025-07-30;AGGIUDICATA;;0.0;;;;17315198;1;PRRNCN51R03L219W;PORRONE INNOCENTE;OPERATORE ECONOMICO MONOSOGGETTIVO;"PORRONE INNOCENTE (PRRNCN51R03L219W; OPERATORE ECONOMICO MONOSOGGETTIVO)";;0
B7A5FF250E;;CONSIP_RDO_5500288;ACQUISTO DI SPAZI PUBBLICITARI SU QUOTIDIANI E RELATIVI SUPPLEMENTI PER L'ANNO 2025;6250.0;1;ACQUISTO DI SPAZI PUBBLICITARI SU QUOTIDIANI E RELATIVI SUPPLEMENTI PER L'ANNO 2025;6250.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-16;2025-07-15;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;2E8AFB42-9053-4B30-B1FF-850D9E3A41DE;01 - SERVIZIO CENTRALE GABINETTO DELLA SINDACA;2025;7;79341000-6;SERVIZI PUBBLICITARI;1;;;;2025-07-15;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-15;0;1;6250.0;2025-07-22;AGGIUDICATA;;0.0;;;;17142724;1;06357951000;SPORT NETWORK SOCIETA' A RESPONSABILITA' LIMITATA;OPERATORE ECONOMICO MONOSOGGETTIVO;"SPORT NETWORK SOCIETA' A RESPONSABILITA' LIMITATA (06357951000; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 4316/2025;1
B7C946A587;;CONSIP_ORDINE_8652422;ORDINE DIRETTO;80698.12;1;FORNITURA DI UFFICIO MOBILE ED ACCESSORI;80698.12;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-29;2025-07-28;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;1F8543BE-C2C1-4B43-956C-F7BB5FFCADBD;08 - AREA 4;2025;7;34144000-8;AUTOVEICOLI PER USI SPECIALI;1;;;;2025-07-28;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;0.0;;;;;;;1.0;AGGIUDICATA;2025-07-28;0;1;80698.12;2025-07-24;AGGIUDICATA;;0.0;;;;17277756;1;03410670487;CIABILLI S.R.L.;OPERATORE ECONOMICO MONOSOGGETTIVO;"CIABILLI S.R.L. (03410670487; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 4607/2025;1
B7C6E77475;;CONSIP_RDO_5190353;AFFIDAMENTO CORSO ELEMENTI DI PANIFICAZIONE E PIZZERIA - NELL'AMBITO DELLA RETE SAI ADULTI 2025;20000.0;1;GESTIONE DI UN CORSO ELEMENTI DI PANIFICAZIONE E PIZZERIA - SAI ADULTI 2025;20000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-28;2025-07-25;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;1062BE46-C722-4EE3-9393-68CF2EE68C6F;07 - DIVISIONE SERVIZI SOCIALI / SOCIO SANITARI / ABITATIVI E LAVORO;2025;7;80530000-8;SERVIZI DI FORMAZIONE PROFESSIONALE;1;;;;2025-07-25;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-25;0;1;20000.0;2025-08-31;AGGIUDICATA;;0.0;;;;17268740;1;09809670012;FONDAZIONE CASA DI CARITA' ARTI E MESTIERI - ONLUS;OPERATORE ECONOMICO MONOSOGGETTIVO;"FONDAZIONE CASA DI CARITA' ARTI E MESTIERI - ONLUS (09809670012; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 5098/2025;1
B7CA4E3D7F;;CONSIP_RDO_5523355;SERVIZIO DI INSTALLAZIONE LUCI E ADDOBBI NATALIZI. CIRCOSCRIZIONE 6. ANNO 2025;17760.0;1;SERVIZIO DI INSTALLAZIONE LUCI E ADDOBBI NATALIZI. CIRCOSCRIZIONE 6. ANNO 2025;17760.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-29;2025-07-28;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;7;50800000-3;SERVIZI DI RIPARAZIONE E MANUTENZIONE VARI;1;;;;2025-07-28;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-28;0;1;17760.0;2025-08-31;AGGIUDICATA;;0.0;;;;17281842;1;07690220012;VIES SAS DI VASILE MARCO, VASILE EMANUELE & C.;OPERATORE ECONOMICO MONOSOGGETTIVO;"VIES SAS DI VASILE MARCO, VASILE EMANUELE & C. (07690220012; OPERATORE ECONOMICO MONOSOGGETTIVO)";;0
B7C8330E45;;CONSIP_RDO_5531088;SERVIZIO DI PROGETTAZIONE E ALLESTIMENTO DEL BOSCHETTO DI NATALE IN PIAZZETTA REALE DALL'8 DICEMBRE 2025 AL 6 GENNAIO 2026;140000.0;1;PROGETTAZIONE E ALLESTIMENTO BOSCHETTO NATALIZIO;140000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-25;2025-09-18;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;7;77310000-6;SERVIZI DI PIANTAGIONE E MANUTENZIONE DI ZONE VERDI;1;;;;2025-07-25;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202500146;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-11-11;0;1;140000.0;2025-11-10;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: COMPETIZIONE SOLO IN BASE A CRITERI QUALITATIVI;0.0;3;;;18529797;1;05947090014;AGROGREEN S.R.L.;OPERATORE ECONOMICO MONOSOGGETTIVO;"AGROGREEN S.R.L. (05947090014; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 5595/2025|DD 7116/2025;2
B7C2C5F9A0;;CONSIP_RDO_5521446;SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO E DELL'ARREDO URBANO - CIRCOSCRIZIONE 1 (ZONA CENTRO E CROCETTA) TORINO - ANNO 2025;29102.67;1;MANUTENZIONE ORDINARIA DEL VERDE PUBBLICO E DELL'ARREDO URBANO - CIRCOSCRIZIONE 1 (ZONA CENTRO E CROCETTA) TORINO - ANNO 2025;29102.67;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-25;2025-07-24;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;7;77310000-6;SERVIZI DI PIANTAGIONE E MANUTENZIONE DI ZONE VERDI;1;;;;2025-07-24;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;727.56;;;;;;;1.0;AGGIUDICATA;2025-07-24;0;1;29102.67;2025-07-24;AGGIUDICATA;;0.0;;;;17252892;1;05003380010;DAVID GIUSEPPE DI DAVID GIOVANNI & C. S.A.S.;OPERATORE ECONOMICO MONOSOGGETTIVO;"DAVID GIUSEPPE DI DAVID GIOVANNI & C. S.A.S. (05003380010; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 4563/2025|DD 8666/2025|DD 8665/2025;3
B7A32DC04D;;CONSIP_RDO_5490631;SERVIZIO DI PROGETTAZIONE, REALIZZAZIONE E GESTIONE DEL SOCIAL FESTIVAL BIENNIO 2025/2026;60000.0;1;SERVIZIO DI PROGETTAZIONE, REALIZZAZIONE E GESTIONE DEL SOCIAL FESTIVAL 2025/2025;60000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-15;2025-07-14;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;9AD47F5D-730F-48CF-83DC-5BE4A0D819BF;08 - DIVISIONE SERVIZI EDUCATIVI;2025;7;79953000-9;SERVIZI DI ORGANIZZAZIONE DI FESTIVAL;1;;;;2025-07-14;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;0.0;;;;;;;1.0;AGGIUDICATA;2025-07-14;0;1;60000.0;2025-07-10;AGGIUDICATA;;0.0;;;;17131941;1;12601270015;ANIMAZIONE SOCIALE GRUPPO ABELE PERIODICI IMPRESA SOCIALE S.R.L. O BREVEMENTE GRUPPO ABELE PERIODICI IMPRESA SOCIALE S.R.L.;OPERATORE ECONOMICO MONOSOGGETTIVO;"ANIMAZIONE SOCIALE GRUPPO ABELE PERIODICI IMPRESA SOCIALE S.R.L. O BREVEMENTE GRUPPO ABELE PERIODICI IMPRESA SOCIALE S.R.L. (12601270015; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 5275/2025;1
B7CF28C3D4;;CONSIP_RDO_5520123;FORNITURA DI FIORIERE MODELLO PORTA PALAZZO;73488.0;1;FORNITURA DI FIORIERE MODELLO PORTA PALAZZO;73488.0;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-30;2025-07-29;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;7;34928400-2;ARREDO URBANO;1;;;;2025-07-29;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-29;0;1;73488.0;2025-07-29;AGGIUDICATA;;0.0;;;;17300664;1;05114780017;C.E. - CITY EQUIPMENTS S.A.S. DI MAMMINA MARCO & C.;OPERATORE ECONOMICO MONOSOGGETTIVO;"C.E. - CITY EQUIPMENTS S.A.S. DI MAMMINA MARCO & C. (05114780017; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 5215/2025|DD 8453/2025;2
B7D55FB1F6;;CONSIP_RDO_5521679;FORNITURA DI ALBERI PER FIORIERE;16000.56;1;FORNITURA DI ALBERI PER FIORIERE;16000.56;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-31;2025-07-30;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;7;34928400-2;ARREDO URBANO;1;;;;2025-07-30;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-30;0;1;16000.56;2025-07-30;AGGIUDICATA;;0.0;;;;17324385;1;06256720019;AGER DI FABRIZIO CAVALLO & C. S.N.C.;OPERATORE ECONOMICO MONOSOGGETTIVO;"AGER DI FABRIZIO CAVALLO & C. S.N.C. (06256720019; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 5617/2025;1
B7B26DFDAF;B1457D3391;CONSIP_ORDINE_8646199;NOLEGGIO MULTIFUNZIONE COLORE DIPARTIMENTALE;27508.6;1;NOLEGGIO MULTIFUNZIONE A COLORI DIPARTIMENTALE;27508.6;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-18;2025-07-18;24;AFFIDAMENTO DIRETTO;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;7;30121100-4;FOTOCOPIATRICI;1;;;;2025-07-18;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-18;0;1;27508.6;2025-07-18;AGGIUDICATA;;0.0;;;;17190609;1;11723840150;CANON ITALIA S.P.A.;OPERATORE ECONOMICO MONOSOGGETTIVO;"CANON ITALIA S.P.A. (11723840150; OPERATORE ECONOMICO MONOSOGGETTIVO)";;0
B7AF511410;;CONSIP_RDO_5514707;NOLEGGIO QUINQUENNALE DI UN FOTOCOPIATORE MULTIFUNZIONE GRANDI FORMATI A COLORI CON SCANSIONE A COLORI PER IL DIPARTIMENTO AMBIENTE, GRANDI OPERE, INFRASTRUTTURE E MOBILITÀ DIVISIONE VERDE, PARCHI E TUTELA ANIMALI DELLA CITTÀ DI TORINO;13128.0;1;NOLEGGIO QUINQUENNALE DI UN FOTOCOPIATORE MULTIFUNZIONE GRANDI FORMATI A COLORI CON SCANSIONE A COLORI PER IL DIPARTIMENTO AMBIENTE, GRANDI OPERE, INFRASTRUTTURE E MOBILITÀ DIVISIONE VERDE, PARCHI E TUTELA ANIMALI DELLA CITTÀ DI TORINO;13128.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-18;2025-07-17;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;7;30120000-6;FOTOCOPIATRICI E STAMPANTI OFFSET;1;;;;2025-07-17;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-17;0;1;13128.0;2025-08-25;AGGIUDICATA;;0.0;;;;17178598;1;01511090126;SOLUZIONE INFORMATICA S.R.L.;OPERATORE ECONOMICO MONOSOGGETTIVO;"SOLUZIONE INFORMATICA S.R.L. (01511090126; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 4878/2025;1
B7C9E338B7;;CONSIP_RDO_5510355;STADIO PRIMO NEBIOLO _ FORNITURA E POSA IN OPERA DI RETOPPING SU MANTO PREFABBRICATO E FORNITURA SABBIA PER FOSSI DI CADUTA;40894.08;1;FORNITURA E POSA IN OPERA DI RETOPPING SU MANTO PREFABBRICATO E FORNITURA SABBIA PER FOSSI DI CADUTA;40894.08;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-29;2025-07-28;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;7;45262321-7;LAVORI DI PAVIMENTAZIONE;1;;;;2025-07-28;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-28;0;1;40894.08;2025-07-28;AGGIUDICATA;;0.0;;;;17280223;1;02890290162;TIPIESSE S.P.A.;OPERATORE ECONOMICO MONOSOGGETTIVO;"TIPIESSE S.P.A. (02890290162; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 4858/2025;1
B79785EA58;;CONSIP_RDO_5480736;RICHIESTA OFFERTA PER REALIZZAZIONE 6 PODCAST E EDITING MODULI FORMATIVI CODICE DI COMPORTAMENTO CITTA' DI TORINO;7200.0;1;REALIZZAZIONE 6 PODCAST E EDITING MODULI FORMATIVI CODICE DI COMPORTAMENTO CITTA' DI TORINO;7200.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-10;2025-07-09;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;7;72253000-3;SERVIZI DI ASSISTENZA INFORMATICA E DI SUPPORTO;1;;;;2025-07-09;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-09;0;1;7200.0;2025-07-31;AGGIUDICATA;;0.0;;;;17086999;1;11282620019;ZIP SRL;OPERATORE ECONOMICO MONOSOGGETTIVO;"ZIP SRL (11282620019; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 4236/2025;1
B7D1764B5A;;CONSIP_UNBOUND_1753799717133;SERVIZIO DI SUPPORTO PER L'ATTUAZIONE E L'IMPLEMENTAZIONE DELLA METODOLOGIA E DEI PROCESSI BIM NELL'ATTIVITÀ DI PROGETTAZIONE PER LE FASI PFTE E PE NELL'AMBITO DEI LAVORI DI RIQUALIFICAZIONE ED EFFICIENTAMENTO ENERGETICO CANILI COMUNALI IN STRADA CUORGNE' 139 (C.O. 5151);13500.0;1;SERVIZIO DI SUPPORTO PER L'ATTUAZIONE E L'IMPLEMENTAZIONE DELLA METODOLOGIA E DEI PROCESSI BIM NELL'ATTIVITÀ DI PROGETTAZIONE PER LE FASI PFTE E PE NELL'AMBITO DEI LAVORI DI RIQUALIFICAZIONE ED EFFICIENTAMENTO ENERGETICO CANILI COMUNALI IN STRADA CUORGNE' 139 (C.O. 5151);13500.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-30;;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;7;79933000-3;SERVIZI DI SOSTEGNO ALLA PROGETTAZIONE;1;;;;2025-07-29;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;0.0;;;;;;;1.0;AGGIUDICATA;2025-07-29;0;1;13500.0;2025-07-29;AGGIUDICATA;;0.0;;;;17309531;1;10319310016;INFRATRASPORTI.TO S.R.L.;;"INFRATRASPORTI.TO S.R.L. (10319310016; )";DD 4846/2025;1
B640051E49;;G00760-d6771333-4985-48c4-9b3a-f462001ae34d;AFFIDAMENTO DIRETTO G00760 - SERVIZIO DI BONIFICA DA ORDIGNI BELLICI NELL'AMBITO DELL'OPERA PARCO DEL VALENTINO: RIQUALIFICAZIONE SPAZIO PUBBLICO PROSPICIENTE IL COMPLESSO DI TORINO ESPOSIZIONI CODICE OPERA 5141 CUP C12H23000030001 DI CUI ALL'APPALTO INTEGRATO PA 75/2023.;33000.0;1;AFFIDAMENTO DIRETTO G00760 - SERVIZIO DI BONIFICA DA ORDIGNI BELLICI NELL'AMBITO DELL'OPERA PARCO DEL VALENTINO: RIQUALIFICAZIONE SPAZIO PUBBLICO PROSPICIENTE IL COMPLESSO DI TORINO ESPOSIZIONI CODICE OPERA 5141 CUP C12H23000030001 DI CUI ALL'APPALTO INTEGRATO PA 75/2023.;33000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-09;2025-03-28;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;7;90523300-2;SERVIZI DI SMINAMENTO;1;;;;2025-03-28;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-03-28;0;1;33000.0;2025-03-27;AGGIUDICATA;;0.0;;;;15765391;1;CRNFRC68P19H978D;C F & G DI CORONELLA FEDERICO;OPERATORE ECONOMICO MONOSOGGETTIVO;"C F & G DI CORONELLA FEDERICO (CRNFRC68P19H978D; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 2330/2025;1
B75630FCA9;;CONSIP_RDO_5409669;PROGETTO EUROPEO CLIMAGEN - CUP C15C24004040006 - PROCEDURA PER L'AFFIDAMENTO DIRETTO, AI SENSI DELL'ART. 50, COMMA 1, LETTERA B) D. LGS. 36/2023, SERVIZIO DI ANIMAZIONE DELLE START UP TRAMITE L'UTILIZZO DI AR/VR NEGLI AMBITI NBS E PATRIMONIO CULTURALE;30000.0;1;SERVIZIO DI ANIMAZIONE DELLE START UP TRAMITE L'UTILIZZO DI AR/VR NEGLI AMBITI NBS E PATRIMONIO CULTURALE NELL'AMBITO DEL PROGETTO EUROPEO CLIMAGEN;30000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-15;2025-06-19;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;1F8543BE-C2C1-4B43-956C-F7BB5FFCADBD;08 - AREA 4;2025;7;72243000-0;SERVIZI DI PROGRAMMAZIONE;1;;;;2025-06-19;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-06-19;0;1;30000.0;2025-06-19;AGGIUDICATA;;0.0;;;;16836893;1;00518460019;POLITECNICO DI TORINO;OPERATORE ECONOMICO MONOSOGGETTIVO;"POLITECNICO DI TORINO (00518460019; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 4084/2025;1
B7B19B7256;;CONSIP_RDO_5501719;SERVIZIO DI REALIZZAZIONE DI MARKETING SUL TEMA ESERCIZI DI PROSSIMITÀ DI INTERESSE COLLETTIVO (EPIC) E TORINO COMPRA VICINO;82600.0;1;SERVIZIO DI REALIZZAZIONE DI MARKETING SUL TEMA ESERCIZI DI PROSSIMITÀ DI INTERESSE COLLETTIVO (EPIC) E TORINO COMPRA VICINO.;82600.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-21;2025-07-18;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;7;79342000-3;SERVIZI DI MARKETING;1;;;;2025-07-18;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-18;0;1;82600.0;2025-07-18;AGGIUDICATA;;0.0;;;;17187433;1;11884170017;STRATOSFERICA SRL IMPRESA SOCIALE;OPERATORE ECONOMICO MONOSOGGETTIVO;"STRATOSFERICA SRL IMPRESA SOCIALE (11884170017; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 5610/2025;1
B7964837B9;;CONSIP_RDO_5489531;FORNITURA E POSA IN OPERA DI ATTREZZATURE SPORTIVE PER LE ZONE DI CADUTA SALTO IN ALTO E PER IL SALTO CON L'ASTA PRESSO PRIMO NEBIOLO -TORINO;26262.0;1;FORNITURA E POSA IN OPERA DI ATTREZZATURE SPORTIVE PER SALTO IN ALTO E SALTO CON L'ASTA;26262.0;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-07-10;2025-07-09;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;7;37400000-2;ARTICOLI ED ATTREZZATURE SPORTIVE;1;;;;2025-07-09;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-07-09;0;1;26262.0;2025-07-09;AGGIUDICATA;;0.0;;;;17082237;1;01317370169;SPORTISSIMO SRL;OPERATORE ECONOMICO MONOSOGGETTIVO;"SPORTISSIMO SRL (01317370169; OPERATORE ECONOMICO MONOSOGGETTIVO)";DD 4264/2025;1
