cig;cig_accordo_quadro;numero_gara;oggetto_gara;importo_complessivo_gara;n_lotti_componenti;oggetto_lotto;importo_lotto;oggetto_principale_contratto;stato;settore;luogo_istat;provincia;data_pubblicazione;data_scadenza_offerta;cod_tipo_scelta_contraente;tipo_scelta_contraente;cod_modalita_realizzazione;modalita_realizzazione;codice_ausa;cf_amministrazione_appaltante;denominazione_amministrazione_appaltante;sezione_regionale;id_centro_costo;denominazione_centro_costo;anno_pubblicazione;mese_pubblicazione;cod_cpv;descrizione_cpv;flag_prevalente;COD_MOTIVO_CANCELLAZIONE;MOTIVO_CANCELLAZIONE;DATA_CANCELLAZIONE;DATA_ULTIMO_PERFEZIONAMENTO;COD_MODALITA_INDIZIONE_SPECIALI;MODALITA_INDIZIONE_SPECIALI;COD_MODALITA_INDIZIONE_SERVIZI;MODALITA_INDIZIONE_SERVIZI;DURATA_PREVISTA;COD_STRUMENTO_SVOLGIMENTO;STRUMENTO_SVOLGIMENTO;FLAG_URGENZA;COD_MOTIVO_URGENZA;MOTIVO_URGENZA;FLAG_DELEGA;FUNZIONI_DELEGATE;CF_SA_DELEGANTE;DENOMINAZIONE_SA_DELEGANTE;CF_SA_DELEGATA;DENOMINAZIONE_SA_DELEGATA;IMPORTO_SICUREZZA;TIPO_APPALTO_RISERVATO;CUI_PROGRAMMA;FLAG_PREV_RIPETIZIONI;COD_IPOTESI_COLLEGAMENTO;IPOTESI_COLLEGAMENTO;CIG_COLLEGAMENTO;COD_ESITO;ESITO;DATA_COMUNICAZIONE_ESITO;FLAG_PNRR_PNC
B401D0A987;;PTE di servizi_Dismissione fonte CIA dal Sistema GMS;PTE DI SERVIZI_DISMISSIONE FONTE CIA DAL SISTEMA GMS;11528.23;1;PTE DI SERVIZI_DISMISSIONE FONTE CIA DAL SISTEMA GMS;11528.23;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-08;2024-10-25;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;72500000-0;SERVIZI INFORMATICI;1;;;;2024-10-25;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2024-10-25;0
B44F1B5165;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;VIALI - CENTRO SUD;3037910.81;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400819;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0
B560527FA9;2528460731;PCP-20250128-03947;MANUTENZIONE STRAORDINARIA ATTRAVERSAMENTI PEDONALI VALLETTE – BILANCIO 2023 LOTTO UNICO – C.O. 5134/2023 - CUP C17H2300015000 AFFIDAMENTO IREN SMART SOLUTIONS PER ADEGUAMENTO ALLA NUOVA VIABILITA' IMPIANTO SEMAFORICO DI VIALE DEI MUGHETTI 27;76980.0;1;AFFIDAMENTO IREN SMART SOLUTIONS PER ADEGUAMENTO ALLA NUOVA VIABILITA' IMPIANTO SEMAFORICO DI VIALE DEI MUGHETTI 27;76980.0;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-28;2025-01-28;24;AFFIDAMENTO DIRETTO;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;29F5FE33-63E0-4DEE-AC9A-9FFB6A05B57D;12 - DIVISIONE INFRASTRUTTURE E MOBILITÀ;2025;1;50232000-0;MANUTENZIONE DI IMPIANTI DI ILLUMINAZIONE PUBBLICA E SEMAFORI;1;;;;2025-01-28;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-28;0
B542DFDE8A;B1614D5EF6;CONSIP_ORDINE_8328801;F;119965.6;1;NOLEGGIO DI N. 4 VEICOLI MOD. CITROEN E-C3 PER UN PERIODO DI 60 MESI ED UNA PERCORRENZA CHILOMETRICA LIMITE DI 50.000 KM;119965.6;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-20;2025-01-20;24;AFFIDAMENTO DIRETTO;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;34110000-1;AUTOVETTURE PER TRASPORTO PASSEGGERI;1;;;;2025-01-20;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-20;0
B4CEA07B22;;G00730-45fd95dc-f863-4148-8ef5-ee237cc0dab4;AFFIDAMENTO DIRETTO A SOCIETÀ IN HOUSE G00730 - PROGETTAZIONE DEL MASTERPLAN PER LA RIGENERAZIONE URBANA QUARTIERI BARRIERA DI MILANO E AURORA NELL'AMBITO DEL PROGETTO PN METRO PLUS E CITTA' MEDIE SUD 2021-2027 - TO7.5.1.2.A1 SOSTENIBILITA' BELLEZZA INCLUSIONE NELLE STRADE E NEGLI SPAZI PUBBLICI- CUP C11B24000220006;194986.0;1;AFFIDAMENTO DIRETTO A SOCIETÀ IN HOUSE G00730 - PROGETTAZIONE DEL MASTERPLAN PER LA RIGENERAZIONE URBANA QUARTIERI BARRIERA DI MILANO E AURORA NELL'AMBITO DEL PROGETTO PN METRO PLUS E CITTA' MEDIE SUD 2021-2027 - TO7.5.1.2.A1 SOSTENIBILITA' BELLEZZA INCLUSIONE NELLE STRADE E NEGLI SPAZI PUBBLICI- CUP C11B24000220006;194986.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-13;2024-12-13;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;71240000-2;SERVIZI ARCHITETTONICI, DI INGEGNERIA E PIANIFICAZIONE;1;;;;2024-12-13;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2024-12-13;0
B556DB125C;;CONSIP_RDO_5024241;SERVIZIO DI NOLEGGIO DI BAGNI CHIMICI IN OCCASIONE DI MANIFESTAZIONI DI SPETTACOLO VIAGGIANTE 2025;5020.0;1;NOLEGGIO BAGNI CHIMICI PER MANIFESTAZIONI DI SPETTACOLO VIAGGIANTE 2025;5020.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-27;2025-01-24;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;24955000-3;GABINETTI CHIMICI;1;;;;2025-01-24;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-24;0
B54DB3F8A0;;CONSIP_RDO_5002248;STADIO OLIMPICO 2025 DEC SERVIZIO CONTROLLI STRUTTURALI;23600.0;1;DIRETTORE DELL'ESECUZIONE SERVIZIO CONTROLLI STRUTTURALI STADIO OLIMPICO 2025;23600.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-23;2025-01-22;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;71220000-6;SERVIZI DI PROGETTAZIONE ARCHITETTONICA;1;;;;2025-01-22;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-22;0
B44F1B83DE;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;TERRITORIALE - CIRCOSCRIZIONI 3 E 4;4308859.3;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400091;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0
B49C012555;;PTE di servizi_estensione funzionale sistema documentale Doqui ;PTE DI SERVIZI_ESTENSIONE FUNZIONALE SISTEMA DOCUMENTALE DOQUI ;58113.04;1;PTE DI SERVIZI_ESTENSIONE FUNZIONALE SISTEMA DOCUMENTALE DOQUI ;58113.04;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-08;2024-12-04;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;72500000-0;SERVIZI INFORMATICI;1;;;;2024-12-04;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2024-12-04;0
B44F1B730B;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;TERRITORIALE - CIRCOSCRIZIONI 1 E 2;4410638.7;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400090;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0
A066DC8515;94247383D6;9664027;PNRR - MISURA M5C2 INVESTIMENTO 2.2 - PIANO INTEGRATO URBANO DELLA CITTA' DI TORINO - PIU' - AZIONE A08 'INTERVENTI EDILIZI E RIQUALIFICAZIONE ENERGETICA PER LA NUOVA SEDE DELLA BIBLIOTECA CIVICA FRANCESCO COGNASSO - AFFIDAMENTO COLLAUDO;48699.33;1;PNRR - MISURA M5C2 INVESTIMENTO 2.2 - PIANO INTEGRATO URBANO DELLA CITTA' DI TORINO - PIU' - AZIONE A08 'INTERVENTI EDILIZI E RIQUALIFICAZIONE ENERGETICA PER LA NUOVA SEDE DELLA BIBLIOTECA CIVICA FRANCESCO COGNASSO - AFFIDAMENTO COLLAUDO;48699.33;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-20;2025-01-20;27;AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;71315400-3;SERVIZI DI COLLAUDO E VERIFICA DI EDIFICI;1;;;;2025-04-03;;;;;720.0;1.0;PROCEDURA SVOLTA IN MODALITÀ TRADIZIONALE O CARTACEA;0;;;;;;;;;0.0;;L00514490010202200441;0;;;;;;;1
B527410E3C;B1614DB3ED;CONSIP_ORDINE_8311097;E;119965.6;1;NOLEGGIO DI N. 3 VEICOLI MOD. OPEL CORSA 1.2 HYBRID PER UN PERIODO DI 60 MESI ED UNA PERCORRENZA CHILOMETRICA LIMITE DI 50.000 KM;119965.6;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-10;2025-01-10;24;AFFIDAMENTO DIRETTO;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;34110000-1;AUTOVETTURE PER TRASPORTO PASSEGGERI;1;;;;2025-01-10;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-10;0
B4C4402A33;;G00729-0045a4e4-989c-4845-894d-68bcb7eba365;AFFIDAMENTO DIRETTO N. G00729 - MANUTENZIONE STRAORDINARIA IMPIANTI ELETTRICI EDIFICIO DI VIA FIESOLE 15/A A TORINO;6650.47;1;AFFIDAMENTO DIRETTO N. G00729 - MANUTENZIONE STRAORDINARIA IMPIANTI ELETTRICI EDIFICIO DI VIA FIESOLE 15/A A TORINO;6650.47;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-14;2024-12-12;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;1;45315000-8;LAVORI DI INSTALLAZIONE DI IMPIANTI DI RISCALDAMENTO E DI ALTRI IMPIANTI ELETTRICI PER EDIFICI;1;;;;2024-12-12;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;365.01;;;;;;;1.0;AGGIUDICATA;2024-12-12;0
B54A15D46E;;CONSIP_RDO_4963790;SERVIZIO DI DIRETTORE OPERATIVO OPERE ARCHITETTONICHE E IDRAULICHE. INTERVENTI DI RIPRISTINO DELLA NAVIGAZIONE SUL FIUME PO;21840.53;1;SERVIZIO DI DIRETTORE OPERATIVO OPERE ARCHITETTONICHE E IDRAULICHE. INTERVENTI DI RIPRISTINO DELLA NAVIGAZIONE SUL FIUME PO;21840.53;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-01-21;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;29F5FE33-63E0-4DEE-AC9A-9FFB6A05B57D;12 - DIVISIONE INFRASTRUTTURE E MOBILITÀ;2025;1;71000000-8;SERVIZI ARCHITETTONICI, DI COSTRUZIONE, INGEGNERIA E ISPEZIONE;1;;;;2025-01-21;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-21;0
B2F18B8686;;CONSIP_RDO_4607010;Servizio di sostegno nidi in appalto- 2024/2025- Nido d'Infanzia via Gioberti;13183.5;1;Servizio sostegno nidi in appalto - nido Gioberti;13183.5;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-08;2024-09-05;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;9AD47F5D-730F-48CF-83DC-5BE4A0D819BF;08 - DIVISIONE SERVIZI EDUCATIVI;2025;1;85320000-8;SERVIZI SOCIALI;1;;;;2024-09-05;;;;;;;;1;7.0;;;;;;;;0.0;;;;;;;1.0;AGGIUDICATA;2024-09-05;0
B44F1B6238;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;VIALI NORD - OVEST;2403564.99;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400820;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0
B44F1BA584;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;TERRITORIALE - CIRCOSCRIZIONI 7 PIANO E 8 PIANO;4728965.92;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400094;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0
B5272EBC72;B1614D5EF6;CONSIP_ORDINE_8310993;F;119965.6;1;NOLEGGIO DI N. 4 VEICOLI MOD. CITROEN E-C3 PER UN PERIODO DI 60 MESI ED UNA PERCORRENZA CHILOMETRICA LIMITE DI 50.000 KM;119965.6;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-10;2025-01-10;24;AFFIDAMENTO DIRETTO;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;34110000-1;AUTOVETTURE PER TRASPORTO PASSEGGERI;1;;;;2025-01-10;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-10;0
B44F1B94B1;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;TERRITORIALE - CIRCOSCRIZIONI 5 E 6;4435970.93;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400092;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-09-03;0
B44F1BC72A;;G00708-69100c64-6f2d-486e-a54b-62760454ff34;PROCEDURA APERTA N. 48/2024 - SERVIZI DI MANUTENZIONE ORDINARIA DELLE AREE VERDI DELLA CITTÃÃÃÂ  DI TORINO - 8 LOTTI;26900820.79;8;PRONTO INTERVENTO;204000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-02-06;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77313000-7;SERVIZI DI MANUTENZIONE PARCHI;1;;;;2025-01-22;;;;;971.0;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;S00514490010202400821;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;98.0;NON È STATO SELEZIONATO NESSUN VINCITORE E LA GARA È CHIUSA.;2025-09-03;0
B54881FFCE;;PCP-20250121-09562;PA 62/2022 INTERVENTI STRAORDINARI DI RIPRISTINO E RISANAMENTO DEL PATRIMONIO ARBOREO - AFFIDAMENTO SERVIZI ANALOGHI PER ULTERIORI INTERVENTI STRAORDINARI DI RIPRISTINO E RISANAMENTO DEL PATRIMONIO ARBOREO DEI VIALI URBANI LOTTO 1;55737.7;1;PA 62/2022 INTERVENTI STRAORDINARI DI RIPRISTINO E RISANAMENTO DEL PATRIMONIO ARBOREO - AFFIDAMENTO SERVIZI ANALOGHI PER ULTERIORI INTERVENTI STRAORDINARI DI RIPRISTINO E RISANAMENTO DEL PATRIMONIO ARBOREO DEI VIALI URBANI LOTTO 1;55737.7;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-22;2025-01-21;98;ALTRA PROCEDURA A FASE UNICA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;77341000-2;POTATURA DI ALBERI;1;;;;2025-01-21;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-21;0
B542F1017E;93762251A5;CONSIP_ORDINE_8327545;ACQUISTO BUONI PASTO NON NOMINATIVI PER LE ORGANIZZAZIONI CONVENZIONATE DI PROTEZIONE CIVILE DEL COMUNE DI TORINO - VALORE NOMINALE EURO 7,00/CAD;3840.0;1;ADESIONE ACCORDO QUADRO CONSIP BUONI PASTO 10 - FORNITURA DI N. 600 BUONI PASTO CARTACEI NON PERSONALI PER I VOLONTARI DELLE ODV DI PROTEZIONE CIVILE CONVENZIONATE CON LA CITTÀ;3840.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-20;2025-01-20;24;AFFIDAMENTO DIRETTO;11;CONTRATTO D'APPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;1F8543BE-C2C1-4B43-956C-F7BB5FFCADBD;08 - AREA 4;2025;1;30199770-8;BUONI PASTO;1;;;;2025-01-20;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;0.0;;;;;;;1.0;AGGIUDICATA;2025-01-20;0
B479387F3B;;PTE di servizi_Fiscalità nuove funzioni perequative e tari;PTE DI SERVIZI_FISCALITÀ NUOVE FUNZIONI PEREQUATIVE E TARI;209467.14;1;PTE DI SERVIZI_FISCALITÀ FUNZIONI PEREQUATIVE E TARI;209467.14;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-08;2024-11-26;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;1;72500000-0;SERVIZI INFORMATICI;1;;;;2024-11-26;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2024-11-26;0
B528CFE0D8;;CONSIP_ORDINE_8313492;ORDINE DIRETTO;21400.0;1;NOLEGGIO PC;21400.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-15;2025-01-13;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;1F8543BE-C2C1-4B43-956C-F7BB5FFCADBD;08 - AREA 4;2025;1;30213000-5;COMPUTER PERSONALI;1;;;;2025-01-13;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-01-13;0
B522FB559D;;CONSIP_RDO_4953366;REDAZIONE DELLA RELAZIONE TECNICA DI RESTAURO E DIREZIONE OPERATIVA PER LE OPERE DI RESTAURO NELL'AMBITO DEI LAVORI DI RECUPERO E RESTAURO DELL'EDIFICIO DI VIA CORTE D'APPELLO 16 - CURIA MAXIMA;5000.0;1;REDAZIONE DELLA RELAZIONE TECNICA DI RESTAURO E DIREZIONE OPERATIVA PER LE OPERE DI RESTAURO NELL'AMBITO DEI LAVORI DI RECUPERO E RESTAURO DELL'EDIFICIO DI VIA CORTE D'APPELLO 16 CURIA MAXIMA;5000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-01-10;2025-01-09;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;1;92522200-8;SERVIZI DI SALVAGUARDIA DI EDIFICI STORICI;1;;;;2025-01-09;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;0.0;;;;;;;1.0;AGGIUDICATA;2025-01-09;0
