cig;cig_accordo_quadro;numero_gara;oggetto_gara;importo_complessivo_gara;n_lotti_componenti;oggetto_lotto;importo_lotto;oggetto_principale_contratto;stato;settore;luogo_istat;provincia;data_pubblicazione;data_scadenza_offerta;cod_tipo_scelta_contraente;tipo_scelta_contraente;cod_modalita_realizzazione;modalita_realizzazione;codice_ausa;cf_amministrazione_appaltante;denominazione_amministrazione_appaltante;sezione_regionale;id_centro_costo;denominazione_centro_costo;anno_pubblicazione;mese_pubblicazione;cod_cpv;descrizione_cpv;flag_prevalente;COD_MOTIVO_CANCELLAZIONE;MOTIVO_CANCELLAZIONE;DATA_CANCELLAZIONE;DATA_ULTIMO_PERFEZIONAMENTO;COD_MODALITA_INDIZIONE_SPECIALI;MODALITA_INDIZIONE_SPECIALI;COD_MODALITA_INDIZIONE_SERVIZI;MODALITA_INDIZIONE_SERVIZI;DURATA_PREVISTA;COD_STRUMENTO_SVOLGIMENTO;STRUMENTO_SVOLGIMENTO;FLAG_URGENZA;COD_MOTIVO_URGENZA;MOTIVO_URGENZA;FLAG_DELEGA;FUNZIONI_DELEGATE;CF_SA_DELEGANTE;DENOMINAZIONE_SA_DELEGANTE;CF_SA_DELEGATA;DENOMINAZIONE_SA_DELEGATA;IMPORTO_SICUREZZA;TIPO_APPALTO_RISERVATO;CUI_PROGRAMMA;FLAG_PREV_RIPETIZIONI;COD_IPOTESI_COLLEGAMENTO;IPOTESI_COLLEGAMENTO;CIG_COLLEGAMENTO;COD_ESITO;ESITO;DATA_COMUNICAZIONE_ESITO;FLAG_PNRR_PNC
B80297CFD9;;CONSIP_RDO_5576273;SERVIZIO DI ALLESTIMENTO E GESTIONE DEL VILLAGGIO DI NATALE DI TORINO E DI UNA PISTA DI PATTINAGGIO SUL GHIACCIO IN PIAZZA SOLFERINO PER L'ANNO 2025;131000.0;1;ALLESTIMENTO MERCATINI DI NATALE;131000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-08-21;2025-09-25;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;8;79952000-2;SERVIZI DI ORGANIZZAZIONE DI EVENTI;1;;;;2025-08-21;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B7F7AAFFCE;;CONSIP_RDO_5523723;SERVIZIO DI GESTIONE ORDINARIA DELLA DIGA MICHELOTTI. PERIODO 01/01/2025 - 31/12/2025.;15200.0;1;SERVIZIO DI GESTIONE ORDINARIA DELLA DIGA MICHELOTTI. PERIODO 01/01/2025 - 31/12/2025.;15200.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-08-13;2025-08-12;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;29F5FE33-63E0-4DEE-AC9A-9FFB6A05B57D;12 - DIVISIONE INFRASTRUTTURE E MOBILITÀ;2025;8;50000000-5;SERVIZI DI RIPARAZIONE E MANUTENZIONE;1;;;;2025-08-12;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;200.0;;;;;;;1.0;AGGIUDICATA;2025-08-12;0
B7F4DBFA69;;CONSIP_RDO_5562452;ACQUISTO POSTI NIDO IN CONVENZIONE PRESSO IL NIDO DELLA MUSICA;99385.0;1;ACQUISTO POSTI NIDO IN CONVENZIONE PRESSO IL NIDO DELLA MUSICA;99385.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-08-12;2025-08-11;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;9AD47F5D-730F-48CF-83DC-5BE4A0D819BF;08 - DIVISIONE SERVIZI EDUCATIVI;2025;8;85320000-8;SERVIZI SOCIALI;1;;;;2025-08-11;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-08-11;0
B7F48E162F;;CONSIP_RDO_5562844;ACQUISTO POSTI NIDO IN CONVENZIONE PRESSO IL NIDO DEL DIALOGO;99385.0;1;ACQUISTO POSTI NIDO IN CONVENZIONE NIDO DEL DIALOGO;99385.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-08-12;2025-08-11;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;9AD47F5D-730F-48CF-83DC-5BE4A0D819BF;08 - DIVISIONE SERVIZI EDUCATIVI;2025;8;85320000-8;SERVIZI SOCIALI;1;;;;2025-08-11;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-08-11;0
B7F17BB730;;CONSIP_RDO_5551086;INCARICO PROFESSIONALE DI COORDINATORE SICUREZZA IN FASE ESECUTIVA NELL'AMBITO DEI LAVORI DI MANUTENZIONE STRAORDINARIA OPERE PER LA PREVENZIONE INCENDI PIAZZA PALAZZO DI CITTÀ - PALAZZO CIVICO - ANNO 2024 (C.O. 4867).;19614.36;1;INCARICO PROFESSIONALE DI COORDINATORE SICUREZZA IN FASE ESECUTIVA NELL'AMBITO DEI LAVORI DI MANUTENZIONE STRAORDINARIA OPERE PER LA PREVENZIONE INCENDI PIAZZA PALAZZO DI CITTÀ – PALAZZO CIVICO – ANNO 2024 (C.O. 4867);19614.36;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-08-11;2025-08-08;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;8;71356200-0;SERVIZI DI ASSISTENZA TECNICA;1;;;;2025-08-08;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;0.0;;;;;;;1.0;AGGIUDICATA;2025-08-08;0
B833F9E9A4;;G00847-aaec863e-f858-4689-b2d4-779852163f5b;PROCEDURA APERTA N. 32/2025 - FORNITURA DI PUBBLICAZIONI ITALIANE E STRANIERE, PER ADULTI E RAGAZZI, IN MODALITÀ SHELF-READY, DA DESTINARE ALLE BIBLIOTECHE CIVICHE TORINESI.;804103.56;2;LOTTO N.1 - PUBBLICAZIONI ITALIANE E STRANIERE PER ADULTI, IN MODALITÀ SHELF-READY;643282.86;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-12;2025-10-14;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;9;22113000-5;LIBRI PER BIBLIOTECA;1;;;;2025-09-11;;;;;;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;F00514490010202400121;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B8161D0DA1;;CONSIP_RDO_5586319;SERVIZIO DI IDEAZIONE, ORGANIZZAZIONE E REALIZZAZIONE DI EVENTI DI ANIMAZIONE DIFFUSA IN OCCASIONE DEL NATALE 2025 A TORINO;80000.0;1;SERVIZIO DI IDEAZIONE, ORGANIZZAZIONE E REALIZZAZIONE DI EVENTI DI ANIMAZIONE DIFFUSA IN OCCASIONE DEL NATALE 2025 A TORINO;80000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-01;2025-10-07;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;9;79952000-2;SERVIZI DI ORGANIZZAZIONE DI EVENTI;1;;;;2025-09-01;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;;LA PARTECIPAZIONE NON È RISERVATA.;;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B82DD90ECF;;G00849-3222f32a-c5c0-4a15-9537-1b1177b976ce;ATTIVITA PER LO SVILUPPO DEL PROGETTO EUROPEO C-ROADS EXTENDED - CEF-T-2023-SIMOBGEN-ITS-WORKS: ITS STUDIES, WORKS OR MIXED - 101169598 (23-EU-TG-SCALE).;50000.0;1;ATTIVITA PER LO SVILUPPO DEL PROGETTO EUROPEO C-ROADS EXTENDED - CEF-T-2023-SIMOBGEN-ITS-WORKS: ITS STUDIES, WORKS OR MIXED - 101169598 (23-EU-TG-SCALE).;50000.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-10;;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;71311200-3;SERVIZI DI CONSULENZA IN SISTEMI DI TRASPORTO;1;;;;2025-09-09;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-09-09;0
B82DE7F40D;;G00850-ebf736e8-d683-4c6c-a86a-96d3b2feb65e;PROGETTO TORINO MAAS4ITALY RAFFORZAMENTO MISURA PNRR - NEXT GENERATION EU - M1C1 - INVESTIMENTO 1.4 SERVIZI DIGITALI E ESPERIENZA DEI CITTADINI MISURA 1.4.6. MOBILITY AS A SERVICE FOR ITALY;1993442.62;1;PROGETTO TORINO MAAS4ITALY RAFFORZAMENTO MISURA PNRR - NEXT GENERATION EU - M1C1 - INVESTIMENTO 1.4 SERVIZI DIGITALI E ESPERIENZA DEI CITTADINI MISURA 1.4.6. MOBILITY AS A SERVICE FOR ITALY;1993442.62;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-10;;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;72224000-1;SERVIZI DI CONSULENZA PER LA GESTIONE DI PROGETTI;1;;;;2025-09-09;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-09-09;0
B82DC75548;;G00848-4fd8f8db-5469-4a71-b075-a0db86c76b8d;ATTIVITA PER LO SVILUPPO DEL PROGETTO EUROPEO SCALE (STRENGTHENING C-ITS ADOPTION AND LINING-UP ACROSS EUROPE) - CEF-T-2023-SIMOBGEN-ITS-WORKS: ITS STUDIES, WORKS OR MIXED - 101172496 (23-EU-TG-SCALE);478708.33;1;ATTIVITA PER LO SVILUPPO DEL PROGETTO EUROPEO SCALE (STRENGTHENING C-ITS ADOPTION AND LINING-UP ACROSS EUROPE) - CEF-T-2023-SIMOBGEN-ITS-WORKS: ITS STUDIES, WORKS OR MIXED - 101172496 (23-EU-TG-SCALE);478708.33;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-10;;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;71311200-3;SERVIZI DI CONSULENZA IN SISTEMI DI TRASPORTO;1;;;;2025-09-09;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-09-09;0
B864524E8F;;G00860-79295ce9-22fd-4468-8a36-acfc4efe932b;PROCEDURA APERTA N. 45/2025 PER MANUTENZIONE ORDINARIA E PRONTO INTERVENTO SULLE PAVIMENTAZIONI DELLE STRADE, MARCIAPIEDI E PIAZZE DELLA CITTÀ ANNI 2026-2027, 9 LOTTI - C.O.: 5261/2025 - CUI: L00514490010202600653 - CPV: 45233141-9 - NUTS: ITC11;5537601.74;9;MANUTENZIONE ORDINARIA CIRC. 3 - 4;469387.95;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-26;2025-10-29;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;45233141-9;LAVORI DI MANUTENZIONE STRADALE;1;;;;2025-09-25;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;10759.87;LA PARTECIPAZIONE NON È RISERVATA.;L00514490010202600653;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B8390AEEBA;;G00852-93331181-8d57-448f-8eef-f2644c527b80;PROCEDURA NEGOZIATA N. 43/2025 - MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI COMUNALI - ANNO 2026. LOTTI 1-2-3-4. C.O. 5179 - CPV 45262522-6 - CUI L00514490010202600549 - NUTS ITC11;842987.8;4;AREA EST;210746.95;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-12;2025-09-30;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;45262522-6;LAVORI EDILI;1;;;;2025-09-12;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;4000.0;LA PARTECIPAZIONE NON È RISERVATA.;L00514490010202600549;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-11-20;0
B8645292B3;;G00860-79295ce9-22fd-4468-8a36-acfc4efe932b;PROCEDURA APERTA N. 45/2025 PER MANUTENZIONE ORDINARIA E PRONTO INTERVENTO SULLE PAVIMENTAZIONI DELLE STRADE, MARCIAPIEDI E PIAZZE DELLA CITTÀ ANNI 2026-2027, 9 LOTTI - C.O.: 5261/2025 - CUI: L00514490010202600653 - CPV: 45233141-9 - NUTS: ITC11;5537601.74;9;PAVIMENTAZIONI LAPIDEE E SPECIALI;536290.26;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-26;2025-10-29;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;45233141-9;LAVORI DI MANUTENZIONE STRADALE;1;;;;2025-09-25;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;12293.49;LA PARTECIPAZIONE NON È RISERVATA.;L00514490010202600653;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B86452710D;;G00860-79295ce9-22fd-4468-8a36-acfc4efe932b;PROCEDURA APERTA N. 45/2025 PER MANUTENZIONE ORDINARIA E PRONTO INTERVENTO SULLE PAVIMENTAZIONI DELLE STRADE, MARCIAPIEDI E PIAZZE DELLA CITTÀ ANNI 2026-2027, 9 LOTTI - C.O.: 5261/2025 - CUI: L00514490010202600653 - CPV: 45233141-9 - NUTS: ITC11;5537601.74;9;PRONTO INTERVENTO DIURNO FERIALE CIRC. 7 - 8;780939.92;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-26;2025-10-29;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;45233141-9;LAVORI DI MANUTENZIONE STRADALE;1;;;;2025-09-25;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;17901.64;LA PARTECIPAZIONE NON È RISERVATA.;L00514490010202600653;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B86B061D7E;;CONSIP_RDO_5649605;SERVIZIO DI STAMPA DI MANIFESTI MUPI JUNIOR E SENJOR PER LA CAMPAGNA DI PROMOZIONE DEL COMMERCIO.;15160.0;1;SERVIZIO DI STAMPA MANIFESTI MUPI;15160.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-30;2025-09-29;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;518D6C0E-80BD-43E2-8453-10B4D5BC5D4B;05 - AREA 1;2025;9;79341000-6;SERVIZI PUBBLICITARI;1;;;;2025-09-29;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-09-29;0
B8390AFF8D;;G00852-93331181-8d57-448f-8eef-f2644c527b80;PROCEDURA NEGOZIATA N. 43/2025 - MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI COMUNALI - ANNO 2026. LOTTI 1-2-3-4. C.O. 5179 - CPV 45262522-6 - CUI L00514490010202600549 - NUTS ITC11;842987.8;4;AREA SUD;210746.95;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-12;2025-09-30;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;45262522-6;LAVORI EDILI;1;;;;2025-09-12;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;4000.0;LA PARTECIPAZIONE NON È RISERVATA.;L00514490010202600549;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-11-20;0
B864525F62;;G00860-79295ce9-22fd-4468-8a36-acfc4efe932b;PROCEDURA APERTA N. 45/2025 PER MANUTENZIONE ORDINARIA E PRONTO INTERVENTO SULLE PAVIMENTAZIONI DELLE STRADE, MARCIAPIEDI E PIAZZE DELLA CITTÀ ANNI 2026-2027, 9 LOTTI - C.O.: 5261/2025 - CUI: L00514490010202600653 - CPV: 45233141-9 - NUTS: ITC11;5537601.74;9;PRONTO INTERVENTO DIURNO FERIALE CIRC. 5 - 6;780939.92;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-26;2025-10-29;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;45233141-9;LAVORI DI MANUTENZIONE STRADALE;1;;;;2025-09-25;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;17901.64;LA PARTECIPAZIONE NON È RISERVATA.;L00514490010202600653;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B81F65096E;;CONSIP_RDO_5585443;ACQUISTO POSTI NIDO IN CONVENZIONE PRESSO IL NIDO LA CASA SULL'ALBERO;30315.12;1;ACQUISTO POSTI NIDO IN CONVENZIONE PRESSO IL NIDO LA CASA SULL'ALBERO;30315.12;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-04;2025-09-03;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;9AD47F5D-730F-48CF-83DC-5BE4A0D819BF;08 - DIVISIONE SERVIZI EDUCATIVI;2025;9;85320000-8;SERVIZI SOCIALI;1;;;;2025-09-03;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-09-03;0
B833F9FA77;;G00847-aaec863e-f858-4689-b2d4-779852163f5b;PROCEDURA APERTA N. 32/2025 - FORNITURA DI PUBBLICAZIONI ITALIANE E STRANIERE, PER ADULTI E RAGAZZI, IN MODALITÀ SHELF-READY, DA DESTINARE ALLE BIBLIOTECHE CIVICHE TORINESI.;804103.56;2;LOTTO N. 2 - PUBBLICAZIONI ITALIANE E STRANIERE PER RAGAZZI, IN MODALITÀ SHELF-READY;160820.7;FORNITURE;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-12;2025-10-14;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;9;22113000-5;LIBRI PER BIBLIOTECA;1;;;;2025-09-11;;;;;;;;1;7.0;NON APPLICABILE;0;;;;;;;LA PARTECIPAZIONE NON È RISERVATA.;F00514490010202400122;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B8390ACD14;;G00852-93331181-8d57-448f-8eef-f2644c527b80;PROCEDURA NEGOZIATA N. 43/2025 - MANUTENZIONE ORDINARIA PER INTERVENTI SU COMPONENTI EDILIZI DEGLI EDIFICI SCOLASTICI COMUNALI - ANNO 2026. LOTTI 1-2-3-4. C.O. 5179 - CPV 45262522-6 - CUI L00514490010202600549 - NUTS ITC11;842987.8;4;AREA OVEST;210746.95;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-12;2025-09-30;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;45262522-6;LAVORI EDILI;1;;;;2025-09-12;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;4000.0;LA PARTECIPAZIONE NON È RISERVATA.;L00514490010202600549;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-11-20;0
B839DE7820;;CONSIP_RDO_5571174;AFFIDAMENTO DIRETTO DEL SERVIZIO DI SUPPORTO GIURIDICO SPECIALISTICO A FAVORE DEL RESPONSABILE PER LA TRANSIZIONE AL DIGITALE (RTD) — MODALITÀ A CONSUMO: ORE/SU RICHIESTA, DA SVOLGERSI A CONSUMO, IN BASE ALLE ESIGENZE CHE POTRANNO EMERGERE NEL CORSO DEL PERIODO CONTRATTUALE.;73500.0;1;AFFIDAMENTO TRIENNALE PER SUPPORTO GIURIDICO AMBITO ICT;73500.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-15;2025-09-12;24;AFFIDAMENTO DIRETTO;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;0AD127C2-E827-4EC4-BAFB-ED4F78658624;06 - AREA 2;2025;9;72600000-6;SERVIZI DI CONSULENZA E ASSISTENZA INFORMATICA;1;;;;2025-09-12;;;;;;;;1;7.0;non applicabile;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-09-12;0
B8227A9285;;G00844-53ad7bda-f1f1-4465-809d-f2d86d82e8dd;PROCEDURA APERTA N. 30/2025 - SERVIZI DI CONTROLLO DELLE PRESTAZIONI EROGATE DA AMIAT S.P.A. (S.C.P), ANCHE TRAMITE PROPRI SUBAPPALTATORI (S.S.A.), RISERVATA AI SENSI DELL'ART. 61 DEL D.LGS. 36/2023;292101.33;1;PROCEDURA APERTA N. 30/2025 - SERVIZI DI CONTROLLO DELLE PRESTAZIONI EROGATE DA AMIAT S.P.A. (S.C.P), ANCHE TRAMITE PROPRI SUBAPPALTATORI (S.S.A.), RISERVATA AI SENSI DELL'ART. 61 DEL D.LGS. 36/2023;292101.33;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-05;2025-10-07;1;PROCEDURA APERTA;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;75100000-7;SERVIZI DI PUBBLICA AMMINISTRAZIONE;1;;;;2025-09-04;;;;;;;;1;7.0;NON APPLICABILE;0;;;;;;;PARTECIPAZIONE RISERVATA A LABORATORI PROTETTI E AD OPERATORI ECONOMICI AVENTI PER SCOPO L'INTEGRAZIONE SOCIALE E PROFESSIONALE DELLE PERSONE CON DISABILITÀ O SVANTAGGIATE.;S00514490010202400140;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;;;;0
B86903A511;;G00865-1e591310-e782-4b4f-8492-6f374449fbd2;PROCEDURA NEGOZIATA N. 47/2025 PER LAVORI DI MANUTENZIONE ORDINARIA PONTI - ANNO 2026 C.O.: 5190/2026 - CPV: 45221000-2 - CUI: L00514490010202600567 - NUTS ITC11.;440533.97;1;PROCEDURA NEGOZIATA N. 47/2025 PER LAVORI DI MANUTENZIONE ORDINARIA PONTI - ANNO 2026 C.O.: 5190/2026 - CPV: 45221000-2 - CUI: L00514490010202600567 - NUTS ITC11.;440533.97;LAVORI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-26;2025-10-15;4;PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE;1;CONTRATTO D'APPALTO;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;45221000-2;LAVORI DI COSTRUZIONE DI PONTI E GALLERIE, POZZI E SOTTOPASSAGGI;1;;;;2025-09-26;;;;;;;;1;7.0;NON APPLICABILE;0;;00514490010;COMUNE DI TORINO;;;9267.59;LA PARTECIPAZIONE NON È RISERVATA.;L00514490010202600567;;10.0;NO, NESSUNA IPOTESI DI COLLEGAMENTO;;1.0;AGGIUDICATA;2025-11-18;0
B82DF33896;;G00851-496ab86a-40ff-4ed8-a989-20300ccfb423;REALIZZAZIONE GRAFO STRADALE DI LIVELLO 2 E GRAFO CICLABILE;16225.0;1;REALIZZAZIONE GRAFO STRADALE DI LIVELLO 2 E GRAFO CICLABILE;16225.0;SERVIZI;ATTIVO;SETTORI ORDINARI;001272;TORINO;2025-09-10;;25;AFFIDAMENTO DIRETTO A SOCIETA' IN HOUSE;999;ND;0000168808;00514490010;COMUNE DI TORINO;SEZIONE REGIONALE PIEMONTE;AD330770-9F16-40D8-BDEB-09E98DDC65A0;07 - AREA 3;2025;9;38221000-0;SISTEMI DI INFORMAZIONE GEOGRAFICA (GIS O EQUIVALENTE);1;;;;2025-09-09;;;;;;;;0;;;0;;00514490010;COMUNE DI TORINO;;;;;;;;;;1.0;AGGIUDICATA;2025-09-09;0
